District,Project Name,Promoter Name,Certificate No.
Thiruvananthapuram,SOWPARNIKA CAPITAL COUNTY,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/126/2021
Thiruvananthapuram,"SOWPARNIKA WEST HOLMES, OLD NAME SOWPARNIKA ROYAL",Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/048/2021
Thiruvananthapuram,ASSET ORCHESTRA,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/308/2020
Thiruvananthapuram,ASSET LEGACY,ASSETINDIA INFRAPROJECTS PRIVATE LIMITED,K-RERA/PRJ/348/2020
Thiruvananthapuram,Dasco Royal Valley Phase 2,Mahesh Ayanimoodu Vijayan,K-RERA/PRJ/TVM/017/2021
Thiruvananthapuram,ARTECH FLORA,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/023/2020
Thiruvananthapuram,DD TECH VALLEY,SEA WIND REALTORS INDIA PRIVATE LIMITED,K-RERA/PRJ/127/2020
Thiruvananthapuram,VARMA DR PAIS HERITAGE,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/362/2020
Thiruvananthapuram,CORDON LAUREL,CORDON CONSTRUCTORS & REALTORS Pvt Ltd,K-RERA/PRJ/177/2020
Thiruvananthapuram,CORDIAL GITANJALI,CORDIAL HOMES PVT LTD,K-RERA/PRJ/117/2020
Thiruvananthapuram,CORDIAL DHANYAM,CORDIAL CONSTRUCTION COMPANY,K-RERA/PRJ/146/2020
Thiruvananthapuram,Kalyan Avanti,Kalyan Developers,K-RERA/PRJ/241/2020
Thiruvananthapuram,VKL SANTHI HOMES,VKL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/291/2020
Thiruvananthapuram,VARMA DR PAIS LEGACY,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/076/2021
Thiruvananthapuram,ARTECH & NATESAN'S DIAMOND ENCLAVE,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/015/2020
Thiruvananthapuram,CONFIDENT PRIME III,Confident Projects Residential,K-RERA/PRJ/174/2020
Thiruvananthapuram,SFS CAPITAL PARK,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/360/2020
Thiruvananthapuram,DD PAVILION,SEA WIND REALTORS INDIA PRIVATE LIMITED,K-RERA/PRJ/131/2020
Thiruvananthapuram,CONDOR CYBER GARDENS IRIS,CONDOR BUILDERS PVT LTD,K-RERA/PRJ/042/2021
Thiruvananthapuram,ARTECH METROPOLIS,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/114/2020
Thiruvananthapuram,CONFIDENT GREENFIELD,Confident Projects Residential,K-RERA/PRJ/101/2020
Thiruvananthapuram,THAKSHASILA,RAJTECH DEVELOPERS AND BUILDERS PVT LTD,K-RERA/PRJ/123/2021
Thiruvananthapuram,SFS RETREAT,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/001/2020
Thiruvananthapuram,BEACON MAYFAIR,Beacon Projects Pvt Ltd,K-RERA/PRJ/229/2020
Thiruvananthapuram,SFS WEST HILL,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/256/2020
Thiruvananthapuram,CORDIAL SKYVIEW,CORDIAL FOUNDATION PVT LTD,K-RERA/PRJ/148/2020
Thiruvananthapuram,SILVER CASTLE GREEN WOODS,Silver Castle Construction Company Pvt Ltd,K-RERA/PRJ/319/2020
Thiruvananthapuram,SILVER CASTLE WINTER LEAF,Silver Castle Construction Company Pvt Ltd,K-RERA/PRJ/261/2020
Thiruvananthapuram,ARCON PREMIA,ARCON HOME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/209/2020
Thiruvananthapuram,ARCON INSPIRE,ARCON HOME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/113/2020
Thiruvananthapuram,ARCON CYBERCITY,ARCON HOME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/066/2020
Thiruvananthapuram,VICTORIAN SQUARE BY CREATIONS,CREATIONS VILLAS & APARTMENTS PRIVATE LIMITED,K-RERA/PRJ/038/2021
Thiruvananthapuram,CORDIAL DHANUSS,CORDIAL FOUNDATION PVT LTD,K-RERA/PRJ/149/2020
Thiruvananthapuram,SHANOOR METRO SQUARE,SHANOOR PROJECTS,K-RERA/PRJ/189/2020
Thiruvananthapuram,SHANOOR PALMS,SHANOOR PROJECTS AND REALTORS PVT LTD,K-RERA/PRJ/093/2021
Thiruvananthapuram,Oceanus Sunshine Phase II,Oceanus Dwellings Pvt Ltd,K-RERA/PRJ/108/2021
Thiruvananthapuram,UNDER THE BLUE SKY,ICLOUD HOMES PRIVATE LIMITED,K-RERA/PRJ/166/2020
Thiruvananthapuram,"Muthoot Homez, Akkulam",MPG Hotels & Infrastructure Ventures Private Limited,K-RERA/PRJ/90/2020
Thiruvananthapuram,"Muthoot Homez, Akkulam",MPG Hotels & Infrastructure Ventures Private Limited,K-RERA/PRJ/90/2020
Thiruvananthapuram,CONFIDENT FLORIS,Confident Projects Residential,K-RERA/PRJ/249/2020
Thiruvananthapuram,Oceanus Moonstone IV,Oceanus Dwellings Pvt Ltd,K-RERA/PRJ/238/2020
Thiruvananthapuram,CONDOR CYBER GARDENS CARNATIONS,CONDOR BUILDERS PVT LTD,K-RERA/PRJ/076/2020
Thiruvananthapuram,ANTHEM,Prime Property Developers,K-RERA/PRJ/085/2020
Thiruvananthapuram,Cordial Rise,Cordial Properties India Pvt Ltd,K-RERA/PRJ/028/2021
Thiruvananthapuram,SHANOOR NALANDA,SHANOOR PROJECTS AND REALTORS PVT LTD,K-RERA/PRJ/167/2020
Thiruvananthapuram,ELITE SAMRUDDHI PHASE 1,ELITE GARDENIA LLP,K-RERA/PRJ/075/2020
Thiruvananthapuram,Oceanus Mythrika,Oceanus Dwellings Pvt Ltd,K-RERA/PRJ/243/2020
Thiruvananthapuram,Oceanus Sunshine Phase I,Oceanus Dwellings Pvt Ltd,K-RERA/PRJ/090/2021
Thiruvananthapuram,"VSC Homes, MILAN CASTLE",VSC HOMES PRIVATE LIMITED,K-RERA/PRJ/211/2020
Thiruvananthapuram,TEMPLE TREE,SI Property Kerala Private Limited,K-RERA/PRJ/160/2020
Thiruvananthapuram,Confident Crown,Confident Projects Residential,K-RERA/PRJ/018/2020
Thiruvananthapuram,THE GARDENIA BY FAVOURITE HOMES,FAVOURITE CONSTRUCTIONS PRIVATE LIMITED,K-RERA/PRJ/005/2020
Thiruvananthapuram,SHANOOR AMAR VISTA,SHANOOR PROJECTS,K-RERA/PRJ/279/2020
Thiruvananthapuram,"Muthoot Homez, Kowdiar",MPG Hotels & Infrastructure Ventures Private Limited,K-RERA/PRJ/061/2020
Thiruvananthapuram,THE RAINBOW,ALIVE LIFESPACES,K-RERA/PRJ/142/2020
Thiruvananthapuram,GALAXY DELIGHT,USHUS KUMAR SADASIVAN,K-RERA/PRJ/018/2021
Thiruvananthapuram,Padmalaya,Promag Realtors & Developers Pvt Ltd,K-RERA/PRJ/132/2020
Thiruvananthapuram,MB Urbanville,Prime Property Developers,K-RERA/PRJ/265/2020
Thiruvananthapuram,Dasco Royal Valley Phase 1,Mahesh Ayanimoodu Vijayan,K-RERA/PRJ/126/2020
Thiruvananthapuram,vantage point,Sree Dhanya Homes Pvt ltd,K-RERA/PRJ/133/2020
Thiruvananthapuram,ADITHYA ELEGANCE,Rajesh Kumar Krishnan,K-RERA/PRJ/068/2021
Thrissur,NAVERA ANTALYA,Navera Builders Private Limited,K-RERA/PRJ/TSR/027/2025
Thrissur,Bilba Elegancia,Binu Narayanan,K-RERA/PRJ/TSR/024/2025
Thrissur,HILIFE LUXUS APARTMENTS,HiLife Builders Pvt Ltd,K-RERA/PRJ/TSR/023/2025
Thrissur,NANDANAM GREENWOODS PHASE 2,SALIM ASSOCIATES BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/TSR/020/2025
Thrissur,SANKAR ENCLAVE,BEENA VALSAN,K-RERA/PRJ/TSR/010/2025
Thrissur,AUREX CASCADE CITY,AUREX BUILDERS PVT LTD,K-RERA/PRJ/TSR/263/2024
Thrissur,SILVER HILLS,PREMLAL CHANDRAN,K-RERA/PRJ/TSR/261/2024
Thrissur,Ambadi Apartments,SREEPATHI ASSOCIATES BUILDERS & PROMOTERS,K-RERA/PRJ/TSR/260/2024
Thrissur,MAJESTIC VILLAGE,JAZCO DEVELOPERS,K-RERA/PRJ/TSR/259/2024
Thrissur,OMG PRIME GARDEN,OMG PROPERTIES,K-RERA/PRJ/TSR/248/2024
Thrissur,ROSE GARDEN PHASE I,ANIL KUMAR O M,K-RERA/PRJ/TSR/231/2024
Thrissur,VND CENTRAL AVENUE,V N DEVELOPERS,K-RERA/PRJ/TSR/228/2024
Thrissur,MERLIN AMALA HEIGHTS,ITTIACHEN VL,K-RERA/PRJ/TSR/209/2024
Thrissur,PB JAHNVI,PB HOMES PVT LTD,K-RERA/PRJ/TSR/198/2024
Thrissur,VISHRAAM CITYLITE,VISHRAAM BUILDERS,K-RERA/PRJ/TSR/195/2024
Thrissur,VICTORIA REALTORS ANCHANAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/185/2024
Thrissur,ASSET PAVITHRAM,ASSET SABARI PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/TSR/177/2024
Thrissur,ADORA ACCENT,ADORA HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/166/2024
Thrissur,VIKAS LNN,VIDHYA R,K-RERA/PRJ/TSR/156/2024
Thrissur,ELITE HOMES AND REALTY,ELITE HOMES&REALTY,K-RERA/PRJ/TSR/155/2024
Thrissur,KARIPPERIPARAMBIL GARDENS,SURESH K,K-RERA/PRJ/TSR/152/2024
Thrissur,Park Avenue Premium Appartments,Babu Majeed P M,K-RERA/PRJ/TSR/151/2024
Thrissur,Oasis Villas,R A SALIM,K-RERA/PRJ/TSR/136/2024
Thrissur,SUKRITHAM REGENCY,SAPTHAVARNA BUILDERS PVT LTD,K-RERA/PRJ/TSR/135/2024
Thrissur,CONFIDENT BLISS,Confident Projects Residential,K-RERA/PRJ/TSR/134/2024
Thrissur,ELIXIR ANFIELD,Elixir Villas & Apartments Pvt Ltd,K-RERA/PRJ/TSR/133/2024
Thrissur,VICTORIA REALTORS PRIYAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/129/2024
Thrissur,UTSAVAM APPARTMENT,DREAMSWORLD LIVING SPACE PRIVATE LIMITED,K-RERA/PRJ/TSR/128/2024
Thrissur,VILAMONT APARTMENTS,Ravissan Homes Pvt Ltd,K-RERA/PRJ/TSR/125/2024
Thrissur,WESTFORT INEOS,WESTFORT REALTORS PRIVATE LIMITED,K-RERA/PRJ/TSR/124/2024
Thrissur,SANROYAL HASTHA VILLA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/TSR/114/2024
Thrissur,DOWNTOWN BY VARMA,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/110/2024
Thrissur,HI LIFE INSPIRE,HiLife Builders Pvt Ltd,K-RERA/PRJ/TSR/108/2024
Thrissur,KMP Suvarnabhoomi,Parameswaran Kizhakkemadathil Mahadeva Iyyer,K-RERA/PRJ/TSR/105/2024
Thrissur,AZURE VILLAS,AZURE INDIA BUILDERS PRIVATE LIMITED,K-RERA/PRJ/TSR/087/2024
Thrissur,PRISTINE VILLAS,HiLife Builders Pvt Ltd,K-RERA/PRJ/TSR/080/2024
Thrissur,GREEN MEADOWS,AJU C MATHEW,K-RERA/PRJ/TSR/079/2024
Thrissur,FORUS LAVENDER,FORUS INITIATIVES,K-RERA/PRJ/TSR/068/2024
Thrissur,PLAZA HILLTOP APARTMENTS,PLAZA BUILDERS,K-RERA/PRJ/TSR/064/2024
Thrissur,Indraneelam Infinia,Indraneelam Builders,K-RERA/PRJ/TSR/063/2024
Thrissur,ASSET B RIGHT,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/050/2024
Thrissur,Sreepathi Prayag II,SREEPATHI ASSOCIATES BUILDERS & PROMOTERS,K-RERA/PRJ/TSR/046/2024
Thrissur,VICTORIA REALTORS POORNAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/024/2024
Thrissur,KRISHNA PALACE GURUVAYUR,KRISHNA PROPERTY DEVELOPERS,K-RERA/PRJ/TSR/022/2024
Thrissur,VISHRAAM UTSAV,VISHRAAM BUILDERS,K-RERA/PRJ/TSR/016/2024
Thrissur,SKYLINE VISTARA,M/s Skyline Builders,K-RERA/PRJ/TSR/001/2024
Thrissur,ADORA ETERNITY,ADORA HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/237/2023
Thrissur,VICTORIA REALTORS NANDANAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/232/2023
Thrissur,SANROYAL ZEONA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/TSR/224/2023
Thrissur,VICTORIA REALTORS HIMAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/221/2023
Thrissur,Navera Regalia,Navera Builders Private Limited,K-RERA/PRJ/TSR/216/2023
Thrissur,Kairali Bansuri Apartments,Kairali Home Apartments and Villas Pvt Ltd,K-RERA/PRJ/TSR/210/2023
Thrissur,Bhavans Laurel Greens,Bhavans Starco Builders LLP,K-RERA/PRJ/TSR/205/2023
Thrissur,AKSHAYA AGRAHARAM,JOJU KV,K-RERA/PRJ/TSR/204/2023
Thrissur,VICTORIA REALTORS DIVYAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/201/2023
Thrissur,SOBHA METROPOLIS - PHASE 3,M/S SOBHA HIGHRISE VENTURES PRIVATE LIMITED,K-RERA/PRJ/TSR/191/2023
Thrissur,SHIVADAM,Rockshield Realtors and Developers Pvt Ltd,K-RERA/PRJ/TSR/190/2023
Thrissur,WELL N WORTH LOTUS GARDENIA,WELL N WORTH LOTUS GARDENIA,K-RERA/PRJ/TSR/159/2023
Thrissur,PB TIGRIS,PB HOMES PVT LTD,K-RERA/PRJ/TSR/148/2023
Thrissur,FYFFAR REGALIA,Fyffar Infra Projects LLP,K-RERA/PRJ/TSR/146/2023
Thrissur,ROYAL PEARLS,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/TSR/141/2023
Thrissur,VICTORIA REALTORS VANDHANAM THIRD PHASE,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/131/2023
Thrissur,DD EMERALD GARDENS,DESAI HOMES PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/TSR/129/2023
Thrissur,TBPL ARCADE,Thrissur Builders Private Limited,K-RERA/PRJ/TSR/118/2023
Thrissur,Cheloor Green Terrace,Cheloor Property Development Projects Ltd,K-RERA/PRJ/TSR/110/2023
Thrissur,SANROYAL SUKRITI,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/TSR/107/2023
Thrissur,SOBHA METROPOLIS - PHASE 2,M/S SOBHA HIGHRISE VENTURES PRIVATE LIMITED,K-RERA/PRJ/TSR/101/2023
Thrissur,LANDCHESTER ASTORIA,Landchester Builders India Private Ltd,K-RERA/PRJ/TSR/079/2023
Thrissur,Kalyan Infinity,Kalyan Developers,K-RERA/PRJ/TSR/062/2023
Thrissur,7ELYSEE HOMES,Raasi Homes India Private Limited,K-RERA/PRJ/TSR/058/2023
Thrissur,SINDHUJA REGENCY,SAPTHAVARNA BUILDERS PVT LTD,K-RERA/PRJ/TSR/054/2023
Thrissur,CIDBI CASSIA,CIDBI,K-RERA/PRJ/TSR/043/2023
Thrissur,KERALAGRAMAM PROPERTIES,Kerala Gramam Properties,K-RERA/PRJ/TSR/041/2023
Thrissur,Krishna Homes Kizhekkeppat Heritage,BALARAMAN K N,K-RERA/PRJ/TSR/024/2023
Thrissur,SKYLINE CITY LIGHT,M/s Skyline Builders,K-RERA/PRJ/TSR/021/2023
Thrissur,VICTORIA REALTORS PUNYAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/007/2023
Thrissur,SALPA NIRVANA,M/S SALPA ESTATES AND PROPERTIES PVT LTD,K-RERA/PRJ/TSR/003/2023
Thrissur,Landchester Felicita,Landchester Builders India Private Ltd,K-RERA/PRJ/TSR/215/2022
Thrissur,PB SILVER NEST,PB HOMES PVT LTD,K-RERA/PRJ/TSR/208/2022
Thrissur,Alfa- breeze,Scott John,K-RERA/PRJ/TSR/197/2022
Thrissur,AUREX LIARD,AUREX BUILDERS PVT LTD,K-RERA/PRJ/TSR/194/2022
Thrissur,Krishnakrupa Apartments,KRISHNAKRUPA DEVELOPERS,K-RERA/PRJ/TSR/189/2022
Thrissur,VISHRAAM LIMELITE,VISHRAAM BUILDERS,K-RERA/PRJ/TSR/183/2022
Thrissur,ASSET WINSIDE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/179/2022
Thrissur,GOVIND SUITE,VAILOPPILLY SAJI GOVIND,K-RERA/PRJ/TSR/177/2022
Thrissur,Ambalath Ayesha Homes,Abdul Rasheed,K-RERA/PRJ/TSR/167/2022
Thrissur,VEEGALAND ELANZA,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/TSR/163/2022
Thrissur,KAIRALI ANOKHA GARDENS,Kairali Home Apartments and Villas Pvt Ltd,K-RERA/PRJ/TSR/160/2022
Thrissur,VICTORIA REALTORS SWARAM SECOND PHASE,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/149/2022
Thrissur,ADORA AVRITI,ADORA HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/134/2022
Thrissur,SHOPPERS MALL AND EL ROI,Shoppers International Malls Pvt Ltd,K-RERA/PRJ/TSR/129/2022
Thrissur,NANDANAM HABITAT,R A SALIM,K-RERA/PRJ/012/2022
Thrissur,TIDSO METRO HEIGHTS,THRISSUR INFRASTRUCTURE DEVELOPMENT SOLUTIONS PRIVATE LIMITED,K-RERA/PRJ/207/2021
Thrissur,FEDERAL RESIDENCY ANNEX,Kamakshy Constrcutions,K-RERA/PRJ/210/2021
Thrissur,TBPL GREENS,Thrissur Builders Private Limited,K-RERA/PRJ/205/2021
Thrissur,TBPL VAIGAI,Thrissur Builders Private Limited,K-RERA/PRJ/211/2021
Thrissur,CIVICON ROYALE APARTMENTS,VARGHESE CD CHENGINIMATTM,K-RERA/PRJ/148/2021
Thrissur,KMP Vaishnavapuri,Parameswaran Kizhakkemadam Mahadeva Iyyer,K-RERA/PRJ/187/2021
Thrissur,Navera Taneira,Navera Builders Private Limited,K-RERA/PRJ/TSR/112/2022
Thrissur,VICTORIA REALTORS VANDHANAM SECOND PHASE,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/105/2022
Thrissur,SOWPARNIKA SUDARSHANAM,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/TSR/091/2022
Thrissur,VICTORIA REALTORS VANDHANAM,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/083/2022
Thrissur,ELITE PARADIZA,ELITE GARDENIA LLP,K-RERA/PRJ/TSR/078/2022
Thrissur,"CONFIDENT EBONY, THRISSUR",Confident Projects Residential,K-RERA/PRJ/TSR/065/2022
Thrissur,FIFTH AVENUE,ABBA REALTORS & BUILDERS COMPANY PRIVATE LIMITED,K-RERA/PRJ/TSR/058/2022
Thrissur,SANROYAL HASTHA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/010/2021
Thrissur,SANROYAL-JIVANTA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/239/2020
Thrissur,SANROYAL-AREENA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/098/2020
Thrissur,SANROYAL ELANTA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/280/2020
Thrissur,WELL N WORTH PANKAJ ENCLAVE,Well N Worth Pankaj Enclave,K-RERA/PRJ/197/2021
Thrissur,MULBERRY HOMES-PAMVILLE,NITHIN MICHELLE BUILDERS AND DEVELOPERS P LTD,K-RERA/PRJ/204/2021
Thrissur,NANDANAM HAVEN APARTMENT,Salim Associates Builders and Developers pvt Ltd,K-RERA/PRJ/131/2021
Thrissur,BIENNALAE BLOCK II,DEVDATHAM BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/055/2021
Thrissur,KRISHNA HOMES AMBADI RESIDENCY,BALARAMAN K N,K-RERA/PRJ/161/2020
Thrissur,SANROYAL- EVANIA,SANROYAL BUILDERS AND CONTRACTORS PVT LTD,K-RERA/PRJ/092/2021
Thrissur,Kalyan Prima,Kalyan Developers,K-RERA/PRJ/TSR/001/2022
Thrissur,Prayag,SREEPATHI ASSOCIATES BUILDERS & PROMOTERS,K-RERA/PRJ/TSR/085/2021
Thrissur,TBPL MAANAS,Thrissur Builders Private Limited,K-RERA/PRJ/TSR/084/2021
Thrissur,HiLITE MALL THRISSUR,HiLITE MALL THRISSUR LLP,K-RERA/PRJ/194/2021
Thrissur,ASSET MAJESTIC,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/TSR/082/2021
Thrissur,MULBERRY HOMES-PAM RIDGE,NITHIN MICHELLE BUILDERS AND DEVELOPERS P LTD,K-RERA/PRJ/TSR/074/2021
Thrissur,Indraneelam Vantage,Indraneelam Builders,K-RERA/PRJ/171/2021
Thrissur,CREDENCE APARTMENT,A A ABDUL LATHIF,K-RERA/PRJ/162/2021
Thrissur,DD JADE TOWER,Desai Rachana Private Limited,K-RERA/PRJ/TSR/066/2021
Thrissur,Gokulam Akila,Gokulam Engineers India Private Limited,K-RERA/PRJ/170/2021
Thrissur,MULBERRY HOMES- MYSTIC ROSE,NITHIN MICHELLE BUILDERS AND DEVELOPERS P LTD,K-RERA/PRJ/294/2020
Thrissur,CIDBI CHALET,A A ABDUL LATHIF,K-RERA/PRJ/TSR/059/2021
Thrissur,LANDCHESTER LEGACY,Landchester Builders India Private Ltd,K-RERA/PRJ/031/2021
Thrissur,NANDANAM GREENWOODS,SALIM ASSOCIATES BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/TSR/041/2021
Thrissur,VISHRAAM OPUS,Vishraam Builders and Developers Pvt Ltd,K-RERA/PRJ/019/2021
Thrissur,VISHRAAM PRAANA,VISHRAAM BUILDERS,K-RERA/PRJ/234/2020
Thrissur,VISHRAAM MILESTONE,Vishraam Builders and Developers Pvt Ltd,K-RERA/PRJ/159/2020
Thrissur,VISHRAAM ICON,Vishraam Builders and Developers Pvt Ltd,K-RERA/PRJ/143/2020
Thrissur,Indraneelam DEODATE,Indraneelam Builders,K-RERA/PRJ/244/2020
Thrissur,CONFIDENT ASTER,Confident Projects Residential,K-RERA/PRJ/312/2020
Thrissur,Kalyan Uptown,Kalyan Developers,K-RERA/PRJ/026/2020
Thrissur,SOWPARNIKA NATURA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/334/2020
Thrissur,SOWPARNIKA NATURA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/334/2020
Thrissur,CIDBI CANDOR,A A ABDUL LATHIF,K-RERA/PRJ/112/2021
Thrissur,JOS ALUKKAS DIAMOND ENCLAVE,ALUKKAS REALTORS INDIA PVT LITD,K-RERA/PRJ/023/2021
Thrissur,VISHRAAM AANANDITA,VISHRAAM BUILDERS,K-RERA/PRJ/139/2020
Thrissur,VISHRAAM SAROJ,VISHRAAM BUILDERS,K-RERA/PRJ/199/2020
Thrissur,VISHRAAM CIVAANTA,VISHRAAM BUILDERS,K-RERA/PRJ/085/2021
Thrissur,Kalyan Courtyard,Kalyan Developers,K-RERA/PRJ/065/2020
Thrissur,Kalyan Heritage,Kalyan Developers,K-RERA/PRJ/064/2020
Thrissur,Indraneelam Sanctum SanctorumTower - 2,Indraneelam Builders,K-RERA/PRJ/134/2021
Thrissur,Kalyan Meridian,Kalyan Developers,K-RERA/PRJ/013/2020
Thrissur,HI-LIFE GRATIA APARTMENTS,HiLife Builders Pvt Ltd,K-RERA/PRJ/080/2020
Thrissur,SOWPARNIKA EDIFICE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/344/2020
Thrissur,SOWPARNIKA EDIFICE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/344/2020
Thrissur,SAPTHAVARNA GALAXY,SAPTHAVARNA BUILDERS PVT LTD,K-RERA/PRJ/347/2020
Thrissur,ANIMANGALAM APARTMENT,IJKGOKULAM CONSTRUCTION,K-RERA/PRJ/075/2021
Thrissur,"MRG SABARI APARTMENTS, PUNKUNNAM",MRG BUILDERS PRIVATE LTD,K-RERA/PRJ/099/2020
Thrissur,Olive Casilda,Olive Infra & Lifestyle LLP,K-RERA/PRJ/061/2021
Thrissur,BEVERLY FLORENTO,KPA DEVELOPERS,K-RERA/PRJ/002/2021
Thrissur,BASHI SILVERCREST APARTMENTS,KARIPARAMBIL KASIM SALAUDHIN,K-RERA/PRJ/316/2020
Thrissur,ASSET GALLERIA,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/081/2020
Thrissur,ASSET PRECIOUS,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/030/2020
Thrissur,Daffodil Garden Villas,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/TSR/023/2021
Thrissur,FORUS GAZANIA,FORUS INITIATIVES,K-RERA/PRJ/TSR/020/2021
Thrissur,VICTORIA REALTORS TANIMA,DHARMIC LIVING PVT LTD,K-RERA/PRJ/TSR/019/2021
Thrissur,FORUS BOUGAIN VILLA,FORUS INITIATIVES,K-RERA/PRJ/175/2021
Thrissur,FORUS PARAMOUNT,FORUS INITIATIVES,K-RERA/PRJ/124/2020
Thrissur,VARMA SPECTRUM,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/091/2020
Thrissur,ASSET FORTUNA,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/002/2020
Thrissur,DD SAPPHIRE GARDENS,UM ASSETS PRIVATE LIMITED,K-RERA/PRJ/192/2020
Thrissur,FORUS N WILLIAMS,FORUS INITIATIVES,K-RERA/PRJ/057/2020
Thrissur,NAVERA SIGNATURE,Navera Builders Private Limited,K-RERA/PRJ/TSR/016/2021
Thrissur,FORUS AZALEA,FORUS INITIATIVES,K-RERA/PRJ/010/2020
Thrissur,FORUS VRINDAVANAM,FORUS INITIATIVES,K-RERA/PRJ/058/2020
Thrissur,DD DIAMOND PARK,SEA WIND REALTORS INDIA PRIVATE LIMITED,K-RERA/PRJ/TSR/015/2021
Thrissur,BHAVANS CELESTIA,Bhavans Starco Builders Private Limited,K-RERA/PRJ/223/2020
Thrissur,CONFIDENT LOTUS,Confident Projects Residential,K-RERA/PRJ/016/2020
Thrissur,ARTECH GATEWAY,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/258/2020
Thrissur,OPAL HEIGHTS,CLARA JOHNSON,K-RERA/PRJ/033/2021
Thrissur,FORUS TULIPS,FORUS INITIATIVES,K-RERA/PRJ/017/2021
Thrissur,CONFIDENT MAPLE,Confident Projects Residential,K-RERA/PRJ/224/2020
Thrissur,TBPL LOIRE,Thrissur Builders Private Limited,K-RERA/PRJ/047/2020
Thrissur,ELITE MEADOWS,ELITE GARDENIA LLP,K-RERA/PRJ/156/2021
Thrissur,Kairali Feliz Apartments,Kairali Home Apartments and Villas Pvt Ltd,K-RERA/PRJ/009/2020
Thrissur,ELITE LA PRISTINE PHASE 1,ELITE GARDENIA LLP,K-RERA/PRJ/324/2020
Thrissur,SOBHA LAKE EDGE,SOBHA CITY,K-RERA/PRJ/190/2020
