XID,Project Name,City,Magicbricks.com Link
r385586,Prestige Green Gables,Bangalore East,https://www.magicbricks.com/prestige-green-gables-panathur-bangalore-pdpid-4d4235333432383833
r1161,Mahagun Moderne,Noida,https://www.magicbricks.com/mahagun-moderne-sector-78-noida-pdpid-4d4235303230373436
r379127,Hiranandani Highland,Central Mumbai,https://www.magicbricks.com/hiranandani-gardens-powai-mumbai-pdpid-4d4235303030383930
r375000,Platinum Casa Millennia,Western Mumbai,https://www.magicbricks.com/platinum-casa-millenia-andheri-west-mumbai-pdpid-4d4235333336383037
r1421,Pebbles,Pune West,https://www.magicbricks.com/abhinav-pebbles-greenfield-tathawade-pune-pdpid-4d4235333332393337
r258111,VSR Rejoice,Bangalore North,https://www.magicbricks.com/vsr-rejoice-devanahalli-bangalore-pdpid-4d4235303932333836
r26604,Geras Isle Royale,Pune West,https://www.magicbricks.com/gera-isle-royale-bavdhan-pune-pdpid-4d4235303430383639
r375791,Raheja Ascencio,Central Mumbai,https://www.magicbricks.com/raheja-ascencio-chandivali-mumbai-pdpid-4d4235323430353133
r236696,Starlit Housing Society,Kolkata East,https://www.magicbricks.com/starlit-housing-complex-rajarhat-kolkata-pdpid-4d4235303738353533
r50678,Shalimar Paradise,Lucknow,https://www.magicbricks.com/shalimar-paradise-faizabad-road-lucknow-pdpid-4d4235313030313539
r383944,Green View,Ahmedabad North,https://www.magicbricks.com/greenview-avenue-sg-highway-ahmedabad-pdpid-4d4235303338343839
r266965,Hiranandani Castle Rock,Central Mumbai,https://www.magicbricks.com/hiranandani-castle-rock-powai-mumbai-pdpid-4d4235303937363333
r264931,Prestige Valley Crest,Mangalore,https://www.magicbricks.com/prestige-valley-crest-bejai-mangalore-pdpid-4d4235303934393339
r98900,Voyage To The Stars,Pune South,https://www.magicbricks.com/tribeca-the-ark-voyage-to-the-stars-nibm-road-pune-pdpid-4d4235303838343036
r271815,Dollars Colony Phase 1,Chennai South,https://www.magicbricks.com/dollars-colony-villas-vengapakkam-chennai-pdpid-4d4235313431303535
r13288,Siddhi Grandeur,Navi Mumbai,https://www.magicbricks.com/siddhi-grandur-kharghar-navi-mumbai-pdpid-4d4235303237393436
r11738,JM Florence,Greater Noida,https://www.magicbricks.com/jm-florence-noida-extension-noida-pdpid-4d4235303231343631
r12060,AWHO Sispal Vihar,Gurgaon,https://www.magicbricks.com/awho-sispal-vihar-sector-49-gurgaon-pdpid-4d4235303233363336
r401622,Skytech Neelkanth Avenue,Navi Mumbai,https://www.magicbricks.com/skytech-neelkanth-avenue-kharghar-navi-mumbai-pdpid-4d4235333630393431
r380168,Raheja Solaris,Navi Mumbai,https://www.magicbricks.com/raheja-solaris-ii-juinagar-navi-mumbai-pdpid-4d4235333337353839
r221935,MIG Super Flats,Mohali,https://www.magicbricks.com/puda-mig-super-flats-sector-70-mohali-pdpid-4d4235323737363933
r1147,Ireo Skyon,Gurgaon,https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733
r347075,Thapar Suburbia,Central Mumbai,https://www.magicbricks.com/thapar-suburbia-chembur-mumbai-pdpid-4d4235313332333637
r59792,Yogsiddhi Sumukh Hills,Western Mumbai,https://www.magicbricks.com/shree-riddhi-siddhi-sumukh-hills-kandivali-east-mumbai-pdpid-4d4235303330303735
r124217,Pride Purple Ruby Park,Pune West,https://www.magicbricks.com/ruby-park-wakad-pune-pdpid-4d4235303234323931
r583,Unitech Uniworld Resorts,Gurgaon,https://www.magicbricks.com/unitech-project-uniworld-resorts-sector-33-gurgaon-pdpid-4d4235303130353136
r477,Kalpataru Aura,Central Mumbai,https://www.magicbricks.com/kalpataru-aura-ghatkopar-west-mumbai-pdpid-4d4235303030383135
r890,Kalpataru Splendour,Pune West,https://www.magicbricks.com/kalpataru-splendour-wakad-pune-pdpid-4d4235303231333639
r8548,Vinay Unique Gardens,Beyond Mira Road,https://www.magicbricks.com/vinay-unique-gardens-virar-west-mumbai-pdpid-4d4235303239323336
r423558,Ajmera Boulevard,Western Mumbai,https://www.magicbricks.com/ajmera-boulevard-malad-west-mumbai-pdpid-4d4235343230363531
r28138,CIDCO Millennium Towers,Navi Mumbai,https://www.magicbricks.com/millennium-tower-sanpada-navi-mumbai-pdpid-4d4235303031363139
r406103,Kasturi Balmoral Towers,Pune West,https://www.magicbricks.com/kasturi-the-balmoral-balewadi-pune-pdpid-4d4235333337303239
r308501,Ram Kutir,Raipur,https://www.magicbricks.com/ram-kutir-parsulidih-raipur-pdpid-4d4235333239323431
r241703,Rutu City Richmond,Thane,https://www.magicbricks.com/rutu-city-richmond-ghodbunder-road-thane-pdpid-4d4235313136373539
r262638,Joyville Western Heights,Kolkata West,https://www.magicbricks.com/shapoorji-pallonji-joyville-western-heights-howrah-kolkata-pdpid-4d4235323338333237
r278633,SG Shikhar Height,Ghaziabad,https://www.magicbricks.com/sg-shikhar-height-siddhartha-vihar-ghaziabad-pdpid-4d4235313033393135
r271189,Trine Towers,Ghaziabad,https://www.magicbricks.com/aegis-trine-towers-indirapuram-ghaziabad-pdpid-4d4235333234333233
r381290,Adasada Elite Homes,Hyderabad,https://www.magicbricks.com/adasada-eco-village-mucherla-hyderabad-pdpid-4d4235313930393239
r426836,VCC Viara,Pune West,https://www.magicbricks.com/vcc-viara-punawale-pune-pdpid-4d4235343230383235
r334805,Virtusa Tuxedo Park,Hyderabad,https://www.magicbricks.com/virtusa-tuxedo-park-shadnagar-hyderabad-pdpid-4d4235313234373933
r12672,CGHS Daffodils Apartments,Dwarka Delhi,https://www.magicbricks.com/daffodils-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131333033
r64778,PS Panache,Kolkata East,https://www.magicbricks.com/panache-salt-lake-city-sector-5-kolkata-pdpid-4d4235303732383739
r271215,Adani Brahma Samsara,Gurgaon,https://www.magicbricks.com/adani-brahma-samsara-sector-63-gurgaon-pdpid-4d4235313232343337
r28262,Amrapali Riverview,Greater Noida,https://www.magicbricks.com/amrapali-river-view-noida-extension-noida-pdpid-4d4235303730333339
r414755,SVS Silver Oaks,Bangalore South,https://www.magicbricks.com/svs-silver-oaks-chandapura-bangalore-pdpid-4d4235343139313139
r423724,Thirumal Skandaa Enclave,Chennai South,https://www.magicbricks.com/thirumal-chendur-enclave-guduvancheri-chennai-pdpid-4d4235333634393237
r331001,Prestige North Point,Bangalore North,https://www.magicbricks.com/prestige-north-point-kammanahalli-bangalore-pdpid-4d4235303736393930
r410695,Woods Ville,Raipur,https://www.magicbricks.com/mvv-woods-ville-cbm-compound-visakhapatnam-pdpid-4d4235313733323437
r246921,Progressive Society,Chandigarh,https://www.magicbricks.com/progressive-society-sector-50-chandigarh-pdpid-4d4235323532303039
r137953,Satyam Springs,Central Mumbai,https://www.magicbricks.com/satyam-springs-chembur-mumbai-pdpid-4d4235303833393535
r92079,Satguru Sharan,Western Mumbai,https://www.magicbricks.com/satguru-sharan-mulund-east-mumbai-pdpid-4d4235303631393231
r7498,JKG Palm Court,Greater Noida,https://www.magicbricks.com/jkg-palm-court-noida-extension-noida-pdpid-4d4235303030383431
r385933,Shree Krupa Yash Heights,Thane Outskirts,https://www.magicbricks.com/alivia-heights-nalasopara-mumbai-pdpid-4d4235303839303037
r59520,Ganesh Housing Malabar County,Ahmedabad North,https://www.magicbricks.com/ganesh-malabar-county-3-sg-highway-ahmedabad-pdpid-4d4235323330303035
r17746,Madhav Sankalp,Thane Outskirts,https://www.magicbricks.com/madhav-sankalp-kalyan-west-beyond-thane-pdpid-4d4235303431303837
