XID,Project Name,City,Squareyards.com Link
r425115,Atya Nandagokula Vrundavana,Bangalore North,Not Found
r55744,Fortuna Acacia,Bangalore North,https://www.squareyards.com/bangalore-residential-property/fortuna-acacia/19397/project
r375652,Kalpataru Avante,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-kalpataru-avante-hyderabad
r376177,DLF Garden City Floors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-garden-city-independent-floors/103567/project
r342713,Anika Piccadilly,Pune West,https://www.squareyards.com/projects-in-jambhe-pune
r391047,Karthik Residency,Chennai South,https://www.squareyards.com/bangalore-residential-property/kcv-plaza/163977/project/photos
r381085,Rohra Eco,Kolkata East,https://www.squareyards.com/under-construction-projects-in-new-town-kolkata
r405185,Tulsi Ananta,Anand,https://www.squareyards.com/thane-residential-property/raj-tulsi-aananta/214829/project
r428048,Lodhi Kasturi Habitat Phase 2,Bhopal,Not Found
r427636,Majestique Aravali,Pune West,https://www.squareyards.com/pune-residential-property/majestique-aravali/247447/project
r430086,Kohinoor Satori,Pune West,https://www.squareyards.com/pune-residential-property/kohinoor-satori/250276/project
r334623,Sukhwani Skylines,Pune West,https://www.squareyards.com/pune-residential-property/sukhwani-skylines/101465/project
r377128,Aditya Landmark,Vadodara,https://www.squareyards.com/projects-by-sri-aditya-homes-pvt-ltd-in-hyderabad
r375815,The Crest,Ahmedabad North,https://www.squareyards.com/hyderabad-residential-property/sri-north-crest/308324/project
r26134,BPTP Amstoria,Gurgaon,https://www.squareyards.com/sale/3-bhk-flat-in-bptp-amstoria-gurgaon
r351831,Lakshmi Cadillac,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-lakshmi-cadillac-hyderabad
r404456,Signature Global City 93,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/signature-global-city-93/216130/project
r410048,ASVI Golden Feet,Tirupati,Not Found
r408688,Greentech Greenock Villa,Kochi,https://www.squareyards.com/kochi-residential-property/manjooran-rowan-park-scarlet/314239/project
r433855,Ace Hanei,Greater Noida,https://www.squareyards.com/sale/resale-properties-in-ace-hanei-greater-noida
r411611,Kohinoor Highland,Thane Outskirts,https://www.squareyards.com/projects-by-kohinoor-group-thane-in-thane
r269397,ATS Picturesque Reprieves,Noida,https://www.squareyards.com/noida-residential-property/ats-picturesque-reprieves/8650/project
r353481,Evershine Amavi 303,Beyond Mira Road,https://www.squareyards.com/palghar-residential-property/vinay-unique-gardens/6939/project
r405298,Unity Sapphire,Vadodara,https://www.squareyards.com/projects-by-unity-group-in-delhi
r429657,Swarnima Aasra Dream City,Lucknow,https://www.squareyards.com/resale-660-sq-ft-retail-shop-in-marigold-kailasha-awadh/8092747
r412713,MP Bodhi,Chennai South,https://www.squareyards.com/pari-chowk-in-greater-noida-overview-4772
r420665,Grand La Palazzo,Bangalore South,https://www.squareyards.com/bangalore-residential-property/tbc-grand-la-palazzo/237699/project/floor-plans
r419031,Kavisha The Portrait,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/kavisha-the-portrait/246051/project
r393044,Shree Samprada,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/siri-sampada-homes-bhuvana/143129/project
r385121,M3M Capital,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/m3m-capital/117500/project
r401612,Ultima Crest,Vadodara,https://www.squareyards.com/vadodara-residential-property/nilamber-aangan/319312/project/photos
r403576,Yuva Park,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/yuva-park/216290/project
r422512,Elite City Casa Palmera,Chennai South,https://www.squareyards.com/sale/villas-in-tumkur-road-bangalore-between-50-lakhs-to-75-lakhs-for-sale
r426990,G R Nisarga Residency,Bangalore West,https://www.squareyards.com/bangalore-residential-property/gr-nisarga-residency/247979/project
r120715,Siddha Suburbia,Kolkata South,https://www.squareyards.com/projects-by-siddha-in-kolkata
r435564,MGP Jenani,Chennai South,Not Found
r437297,Driftwood,Chennai South,https://www.squareyards.com/sale/independent-houses-in-mysore-road-bangalore-between-1-crore-to-2-crore-for-sale
r375577,IRA Aspiration,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-ira-aspiration-hyderabad
r393293,Aditya Orchid,Vadodara,https://www.squareyards.com/vadodara-residential-property/swastik-samruddhi-heights/323649/project/photos
r353147,Shiv Park59,Pune West,https://www.squareyards.com/projects-by-shiv-developers-in-pune
r168649,F5 Felicia,Pune East,https://www.squareyards.com/sale/resale-properties-in-f5-felicia-pune
r422151,Evolvus By Majestique,Pune East,https://www.squareyards.com/pune-residential-property/majestique-evolvus/240133/project
r416390,Turnstone The Medallion Aurum,Mohali,https://www.squareyards.com/resale-4-bhk-servant-room-extra-room-3900-sq-ft-apartment-in-the-medallion-aurum/7526797
r411449,ATCO La Vivant,Bangalore East,https://www.squareyards.com/bangalore-residential-property/atco-lavivant/231662/project
r404560,CasaGrand Elysium,Chennai South,https://www.squareyards.com/projects-by-casagrand-in-chennai
r414987,Praneeth Pranav Ixora,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/praneeth-pranav-ixora/112980/project
r317381,Trendsquares Ortus,Bangalore North,https://www.squareyards.com/sale/2-bhk-for-sale-in-jakkur-bangalore
r1239,BPTP Parklands Pride,Faridabad,https://www.squareyards.com/sale/4-bhk-flat-in-bptp-parkland-pride-faridabad
r5456,Puri Emerald Bay,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/puri-emerald-bay/238/project
r401060,Sansa County Sector 2,Hyderabad,https://doc.squareyards.com/ProjectKnowledge/204934-sansa-county-sector-2-99acres-4160.pdf
r396420,Puri The Aravallis,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/puri-the-aravallis/164945/project
r249607,L and T Raintree Boulevard,Bangalore North,https://www.squareyards.com/bangalore-residential-property/l-and-t-raintree-boulevard/20231/project
r432121,Yeskay Pearl View Apartments,Kochi,Not Found
r434554,Saifield Vishakha Residency,Coimbatore,Not Found
r417112,Jambrung Valley,Karjat,https://www.squareyards.com/sale/plots-for-sale-in-karjat-navi-mumbai
r402914,Ambar Zenith,Pune East,https://www.squareyards.com/pune-residential-property/aeromall/206587/project
r435532,Gold Bellagio,Kota,https://www.squareyards.com/hyderabad-residential-property/the-prestige-city-bellagio/230961/project
r385162,Sharnam Aura,Vadodara,https://www.squareyards.com/vadodara-residential-property/nysa-skydale/319003/project
r427425,TLR Suvarna City,Hyderabad,Not Found
r152473,Krishna Tower,Lucknow,https://www.squareyards.com/sale/villas-in-kanpur-road-lucknow-between-20-lakhs-to-50-lakhs-for-sale
r427569,Abhinav,Nasik,https://www.squareyards.com/sale/2-bhk-for-sale-in-govind-nagar-nashik
r389421,Pride Panorama,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/pride-panorama-mumbai/189130/project
r97522,Delta Palm Beach,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/delta-palmbeach/228300/project
r403694,Raheja Modern Vivarea,South Mumbai,https://www.squareyards.com/sale/resale-properties-in-k-raheja-vivarea-mumbai-mumbai
r425143,Whispering Glenz,North Goa,Not Found
r280367,Sattva Park Cubix,Bangalore North,https://www.squareyards.com/bangalore-residential-property/salarpuria-sattva-park-cubix/15693/project
r331371,Poojaa Accord Smart City,Chennai South,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-270/6890922
r392732,DLF Gardencity Enclave,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-gardencity-enclave/155501/project
r414072,Deeshari Palm Villa,Kolkata South,https://www.squareyards.com/kolkata-residential-property/deeshari-palm-villa/247034/project
r422225,Supadha Gamya,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-supadha-gamya-hyderabad
r375497,Concorde Abode 99,Bangalore South,https://www.squareyards.com/bangalore-residential-property/concorde-abode-99/103438/project
r379303,Aakriti Cyan,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/aakriti-cyan/111423/project
r146207,Saan Verdante,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-saan-verdante-gurgaon
r396809,Ashiana Amarah,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ashiana-amarah/167185/project
r429892,Superb Maximus Residency,Navi Mumbai,https://www.squareyards.com/sale/1-bhk-for-sale-in-giravale-navi-mumbai
r374658,Parksyde Nest,Nasik,https://www.squareyards.com/sale/property-for-sale-in-nashik
r434593,Rechi Anandi View,Kolkata East,Not Found
r430213,Sattva Springs,Bangalore South,https://www.squareyards.com/sale/property-for-sale-near-anjanapura-central-park-anjanapura-in-bangalore
r423470,Escon Panache Villas,Greater Noida,https://www.squareyards.com/resale-4-bhk-pooja-room-servant-room-study-room-extra-room-2700-sq-ft-villa-in-escon-panache-villas/6890922
r214277,AIGIN Royal,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/aig-park-avenue/831/project/floor-plans
r373839,Civitech Strings,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/civitech-strings/103214/project
r428188,F Premium by Aishwaryam,Pune West,https://www.squareyards.com/projects-by-aishwaryam-group-in-pune
r271773,Swastik East 12,Raipur,https://www.squareyards.com/sale/2-bhk-for-sale-in-vip-colony-raipur
r409856,Kukreja Paris City,Nagpur,Not Found
r376782,Aastha ATC Majestic,Jamshedpur,Not Found
r369448,Abhignas Misty Woods,Bangalore South,https://www.squareyards.com/bangalore-residential-property/abhigna-misty-woods/113533/project
r404453,Orbit Urban Park,Kolkata East,https://www.squareyards.com/kolkata-residential-property/orbit-urban-park/226948/project
r424417,Vajram Newtown 2,Bangalore North,https://www.squareyards.com/rent/property-for-rent-in-vajram-newtown-bangalore
r375852,DS Max Sky Shubham,Bangalore East,https://www.squareyards.com/bangalore-residential-property/ds-max-sky-shubham/111119/project
r389311,Sumadhuras Gardens By The Brook,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/sumadhuras-gardens-by-the-brook/159121/project
r434534,Vijay Heights,Thane Outskirts,https://www.squareyards.com/sale/apartments-for-sale-in-kalyan-east-thane
r422218,Rangamati,Kolkata South,https://www.squareyards.com/sarsuna-in-kolkata-overview-2143
r295513,Ratanlok Apartment,Lucknow,https://www.squareyards.com/lucknow-residential-property/lda-ratanlok-apartments/156590/project
r412829,Utsav Hills,Coimbatore,https://www.squareyards.com/navi-mumbai-residential-property/utsav-city/109213/project
r409855,Shilpa Madhuvan,Nasik,https://www.squareyards.com/mumbai-residential-property/shilpa-apartment-santacruz-west/60428/project
r338307,Durga Shivam Heights,Ranchi,https://www.squareyards.com/rent/2-bhk-for-rent-in-kalyan-east-thane
r433009,Thimu Kings Court,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/thimu-kings-court/251206/project
r398374,Puneet Brahmand,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/puneet-brahmand/183566/project
r421806,Mantra Magnus,Pune East,https://www.squareyards.com/resale-2-bhk-820-sq-ft-apartment-in-mantra-magnus/7688143
r111461,Aryavrat British Park,Bhopal,https://www.squareyards.com/projects-by-aryavrat-housing-construction-pvt-ltd-in-bhopal
r370391,Srinivasa Sri Nivasam,Visakhapatnam,https://www.squareyards.com/projects-by-srinivasa-infra-in-vizag
r67272,Modi Elegance,Hyderabad,https://doc.squareyards.com/ProjectKnowledge/Brochure_6f2558727b66424da70f148b37ac3ded.pdf
r374970,DSR Elixir,Bangalore East,https://www.squareyards.com/bangalore-residential-property/dsr-elixir/108806/project
r120709,Siddha Sky,Kolkata East,https://www.squareyards.com/kolkata-residential-property/siddha-sky-blu/246630/project
r419072,Right Choice Sri Narasimma Nagar,Chennai South,https://www.squareyards.com/sale/villas-for-sale-in-hyderabad
r433821,Viva Vica,Chennai South,Not Found
r434127,Aaryan De Casa,Ahmedabad West,https://www.squareyards.com/sale/gated-community-for-sale-in-ahmedabad
r435519,Aishani Kunj,Kolkata South,Not Found
r429477,Vishnupriya,Kolkata South,https://www.squareyards.com/kolkata-residential-property/vishnu-priya/251012/project
r434963,Venus Amritha,Chennai South,https://www.squareyards.com/bangalore-residential-property/rbd-icon/205253/project
r417968,Manglam Rambagh,Jaipur,https://www.squareyards.com/jaipur-residential-property/manglam-signature-elite/249120/project
r291859,Reliable Estate,Jabalpur,https://www.squareyards.com/sale/plots-for-sale-in-jabalpur
r419209,Nyati Esteban 2,Pune South,https://www.squareyards.com/sale/resale-properties-in-nyati-esteban-1-pune
r1223,Sikka Kaamna Greens,Noida,https://www.squareyards.com/sale/resale-properties-in-sikka-kaamna-greens-noida
r263981,Arihant Clan Aalishan,Navi Mumbai,https://www.squareyards.com/sale/2-bhk-flat-in-arihant-clan-aalishan-phase-2-navi-mumbai
r18546,Runwal Codename Enchanted,Thane,https://www.squareyards.com/thane-residential-property/runwal-code-name-enchanted/130271/project
r430897,Satra Nexus,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/satra-nexus/307146/project
r380711,Jay Pee Wayside,Hosur,Not Found
r425378,Alora,Jaipur,https://www.squareyards.com/vardhman-nagar-in-jaipur-overview-16727
r373531,Turnstone The Medallion,Mohali,https://www.squareyards.com/sale/resale-properties-in-turnstone-the-medallion-chandigarh
r422989,Melodies of Life,Bangalore South,https://www.squareyards.com/bangalore-residential-property/assetz-inspira-melodies-of-life/242619/project
r387343,Ivory at Brigade Orchards,Bangalore North,https://www.squareyards.com/bangalore-residential-property/ivory-at-brigade-orchards/160352/project
r273785,Srijan Star Swapno Puron,Kolkata South,https://www.squareyards.com/amtala-in-kolkata-overview-2113
r407744,Purva Blubelle,Bangalore West,https://www.squareyards.com/bangalore-residential-property/purva-blubelle/220579/project
r415631,Begraj Prakriti,Siliguri,Not Found
r311999,Peace Paramount,Bangalore North,https://www.squareyards.com/bangalore-residential-property/peace-paramount/103090/project
r381968,Rajyash Regius,Ahmedabad West,Not Found
r421898,Falcon by BHP Housing,Bangalore East,https://doc.squareyards.com/ProjectKnowledge/Brochure_9a868b8e0c884b3badc4e37b12cd69dc.pdf
r423644,The Grasslands,Gandhinagar,https://www.squareyards.com/sale/property-for-sale-in-kudasan-gandhinagar
r434838,Nakshatra Mahaveer Nagar,Aurangabad,https://www.squareyards.com/hyderabad-residential-property/gem-nakshatra/10895/project/floor-plans
r396702,Vyshnavi Brundavanam Phase 2,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sri-vyshnavi-brundavanam/114224/project
r163033,Esthell Golden Square,Chennai South,Not Found
r416386,Greenpro Maithree Apartments,Chennai West,https://www.squareyards.com/chennai-residential-property/nithiyashree-kiran-enclave/85184/project
r436196,Madhuban Kadamb,Ahmedabad West,https://www.squareyards.com/sale/resale-properties-in-madhuban-chs-dahisar-west-mumbai
r424127,Kirtisagar Mauli Town 21,Nagpur,Not Found
r300067,Dosti West County,Thane,https://www.squareyards.com/thane-residential-property/dosti-west-county/10042/project
r205909,Shree Krupa Nandanvan Homes,Thane,https://www.squareyards.com/sale/resale-properties-in-shree-krupa-nandanvan-homes-a1-a2-thane
r423518,Anandtara Iris Residences,Pune East,https://www.squareyards.com/sale/resale-properties-in-anandtara-whitefield-residences-pune
r387255,L and T Elixir Reserve,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/lnt-elixir-reserve/141429/project
r146195,Maurya Kanaujee City,Patna,Not Found
r405557,Affinity Belgravia,Mohali,https://www.squareyards.com/sale/property-for-sale-in-chandigarh
r398175,Jeyams Empire,Trichy,Not Found
r424731,Reliance Elysium,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/reliance-elysium/246586/project
r424385,Bharathi Rainbow,Chennai South,https://www.squareyards.com/george-town-in-chennai-overview-2289
r412177,The Ashoka,Ahmedabad East,https://www.squareyards.com/new-launch-projects-in-vastral-ahmedabad
r415456,Kaizen Vedha,Chennai West,https://www.squareyards.com/new-launch-by-kaizen-builders-in-chennai
r297055,Godrej Nature Plus,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/godrej-nature-plus/9676/project
r405511,Oxirich Chintamanis,Gurgaon,https://www.squareyards.com/sale/resale-properties-in-oxirich-chintamani-gurgaon
r424568,JMS Premier Floors,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/jms-premier-floors/306414/project
r412546,DLF Privana South,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/dlf-privana-south/238058/project
r319527,Sobha Dream Gardens,Bangalore North,https://www.squareyards.com/bangalore-residential-property/sobha-dream-gardens/10453/project
r432509,Raynovaa Harvest Hills,Pune South,Not Found
r353051,NB Griha Pravesh,Kolkata West,Not Found
r414567,Marvella,Ahmedabad West,https://www.squareyards.com/ahmedabad-residential-property/avyanna-marvella/246730/project
r421775,Venus Signature,Chennai Central,https://www.squareyards.com/chennai-residential-property/amara-ahaana/306737/project
r393021,Gemini Aster,Chennai South,https://www.squareyards.com/projects-in-mambakkam-chennai
r373952,Pepper Vine,Kochi,https://www.squareyards.com/new-launch-projects-in-kochi
r337311,Aastha Valley,Jamshedpur,https://www.squareyards.com/bangalore-residential-property/cornerstone-campan-valley/17335/project
r326659,Dwarikadhish Residency,Patna,https://www.squareyards.com/sale/property-for-sale-in-danapur-patna
r411132,AC Aaradhya Residency,Nasik,https://www.squareyards.com/nashik-residential-property/aaradhya-nakshatra/321011/project
r383717,Jindal Avenue,Navi Mumbai,https://www.squareyards.com/navi-mumbai-residential-property/jindal-avenue/130254/project
r417013,Goodwill Wisteria,Navi Mumbai,https://www.squareyards.com/sale/5-bhk-for-sale-in-vashi-navi-mumbai
r40476,Godrej Platinum,Central Mumbai,https://www.squareyards.com/sale/resale-properties-in-godrej-platinum-mumbai-mumbai
r425079,Gajanana Park Street,Vadodara,https://www.squareyards.com/pune-residential-property/shree-gajanan-aarambha-residency/249914/project
r428049,Shalimar One World Marbella,Lucknow,https://www.squareyards.com/sale/resale-properties-in-shalimar-one-world-valencia-county-lucknow
r115417,Modi Paradise,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/modi-nilgiri-estate/12935/project/floor-plans
r307547,Navins Starwood Towers 2,Chennai South,https://www.squareyards.com/chennai-residential-property/arun-excello-ragamalika-phase-ii/4417/project
r424428,Sark Townhomes Nadergul,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/sark-south-meadows/240065/project
r405940,Abhilasha By Shlok Group,Ahmedabad North,https://www.squareyards.com/ahmedabad-residential-property/shlok-abhilasha/250291/project
r429137,Samruddhi Spring 15,Vadodara,https://www.squareyards.com/projects-by-samruddhi-realty-ltd-in-bangalore
r171493,Dev Signature One,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/dev-signature-one/224157/project/brochure
r437986,Felixa Arcobaleno,Chennai South,Not Found
r415896,Emerald Gardenia,Indore,https://www.squareyards.com/hyderabad-residential-property/svs-gardenia/125399/project/floor-plans
r351243,Sonabhan Mohan,Hyderabad,Not Found
r424144,Rudra Avenue,Thane Outskirts,https://www.squareyards.com/projects-by-krivi-construction-in-thane
r430231,Godrej Nurture,Central Mumbai,https://www.squareyards.com/mumbai-residential-property/godrej-nurture-mumbai/306678/project
r341349,Gera World of Joy,Pune East,https://www.squareyards.com/sale/3-bhk-flat-in-gera-world-of-joy-pune
r381980,Kukreja Infinity East,Nagpur,https://www.squareyards.com/rent/4-bhk-for-rent-in-bandra-east-mumbai
r1357,DLF Hyde Park Estate,Chandigarh,https://www.squareyards.com/resale-5-bhk-350-sq-yd-independent-house-in-dlf-hyde-park/7625837
r39908,Ambience Creacions,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/ambience-creacions/768/project
r407396,Divine Space,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/divine-space-osman-nagar/223513/project
r429985,Vijaya Bheri Arcade,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/vijaya-bheri-arcade/246991/project
r429462,MC Villas,Chennai South,https://www.squareyards.com/bangalore-residential-property/mbr-gem-park-villa/14257/project
r368966,Godrej Retreat,Faridabad,https://www.squareyards.com/faridabad-residential-property/godrej-retreat/100611/project
r433763,7 Mahalaxmi,South Mumbai,https://www.squareyards.com/mumbai-residential-property/runwal-7-mahalaxmi/311997/project
r324461,Hansa Gems Park,Chennai North,https://www.squareyards.com/sale/1-rk-for-sale-in-borivali-east-mumbai
r391059,Kamdhenu Vogue,Navi Mumbai,https://www.squareyards.com/sale/resale-properties-in-kamdhenu-vogue-navi-mumbai
r419998,Dev Ratan,Jaipur,https://www.squareyards.com/projects-in-mansarovar-extension-jaipur
r432237,Polestar,Chennai South,https://www.squareyards.com/chennai-residential-property/appaswamy-altezza/30195/project
r433566,Elephantine Haven,Chennai North,Not Found
r432250,Saravana Bhoomi,Chennai South,https://www.squareyards.com/sale/property-for-sale-near-tgn-lotus-elite-sunkadakatte-in-bangalore
r431598,AKS Vastu Square 2,Nagpur,https://www.squareyards.com/rent/property-for-rent-in-muppa-akshaja-insignia-hyderabad
r432910,Ganguly 4Sight Superia,Kolkata South,https://www.squareyards.com/kolkata-residential-property/ambuja-neotia-bengal-ambuja-upohar/5187/project
r417911,Sunteck Crescent Park,Thane Outskirts,https://www.squareyards.com/thane-residential-property/maatr-waters/149545/project
r435921,Envogue 2,Pune North,https://www.squareyards.com/pune-residential-property/unique-envogue-2/168019/project
r434568,Brigade Citrine,Bangalore East,https://www.squareyards.com/resale-4-bhk-2400-sq-ft-apartment-in-brigade-citrine/7986047
r346853,Unique Shriram Residency,Aurangabad,https://www.squareyards.com/hyderabad-residential-property/shanta-sriram-dundoo-mall/129467/project/photos
r412253,VTP Flamante,Pune East,https://www.squareyards.com/pune-residential-property/vtp-flamante/226927/project
r255783,Shri Radha Aqua Gardens,Greater Noida,https://www.squareyards.com/greater-noida-residential-property/shri-radha-aqua-garden/8372/project
r123445,ACE Parkway,Noida,https://www.squareyards.com/noida-residential-property/ace-parkway/4863/project
r382996,Regents Park Kharghar,Navi Mumbai,https://www.squareyards.com/sale/2-bhk-flat-in-satyam-regents-park-navi-mumbai
r418017,Envogue 1,Pune East,https://www.squareyards.com/sale/4-bhk-for-sale-in-mundhwa-pune
r7894,Capital Athena,Greater Noida,https://www.squareyards.com/sale/resale-properties-in-capital-athena-greater-noida
r394731,L and T Island Cove,South Mumbai,https://www.squareyards.com/mumbai-residential-property/lnt-island-cove/171105/project
r385201,Ajmera Manhattan,South Mumbai,https://www.squareyards.com/mumbai-residential-property/ajmera-manhattan/123665/project
r389418,Kalpataru Vivant,Western Mumbai,https://www.squareyards.com/mumbai-residential-property/kalpataru-vivant/157888/project
r429468,Jubilee Vallum,Mohali,Not Found
r407880,Elite Pride,Jaipur,https://www.squareyards.com/jaipur-residential-property/elite-pride-ajmer-road/248821/project
r142535,Pacifica Pride Towers,Chennai South,https://www.squareyards.com/chennai-residential-property/pacifica-aurum-pride-towers/101751/project
r391740,Sattva Aqua Vista,Bangalore South,https://www.squareyards.com/projects-by-salarpuria-sattva-group-in-bangalore
r429636,DAC Avenue One,Chennai South,https://www.squareyards.com/chennai-residential-property/brigade-tech-boulevard/251949/project
r410064,Vivaan Aura,Ahmedabad North,https://www.squareyards.com/ahmedabad-residential-property/vivaan-aura/229652/project
r428412,Signature Global Titanium SPR,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/signature-global-titanium-spr/249570/project
r23442,SNN Raj Viviente,Bangalore South,https://www.squareyards.com/bangalore-residential-property/snn-raj-viviente/99126/project/brochure
r403416,Casagrand Primrose,Chennai South,https://www.squareyards.com/chennai-residential-property/casagrand-aria/234740/project
r386996,Folium By Sumadhura Phase 1,Bangalore East,https://www.squareyards.com/bangalore-residential-property/sumadhura-folium/123774/project
r432469,URE South Delhi Luxury Floors,South Delhi,https://www.squareyards.com/sale/apartments-for-sale-in-south-delhi-delhi
r274649,Smart Homes Karnal,Karnal,https://www.squareyards.com/resale-500-sq-yd-plot-in-alfa-city/6795481
r394512,Piya Green Hills,Guwahati,https://www.squareyards.com/guwahati-residential-property/pragjyotish-piya-plaza-2/309793/project
r403415,Uttarayan Harmony,Guwahati,https://www.squareyards.com/guwahati-residential-property/uttarayan-harmony/309541/project/photos
r411343,Devarshi Xclusive,Kolkata North,https://www.squareyards.com/kolkata-residential-property/merlin-regalia/8732/project
r404811,APR Praveens Eterno,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/apr-praveens-eterno/223469/project
r422935,SSVR Niyaara,Bangalore East,https://www.squareyards.com/bangalore-residential-property/ssvr-niyaara/244662/project
r321459,Sattva Serene Life,Bangalore North,https://www.squareyards.com/bangalore-residential-property/salarpuria-sattva-serene-life/10413/project
r400350,Rohra Imperial,Kolkata East,https://www.squareyards.com/projects-in-entally-kolkata
r401496,Skyline Harmony,Panjim,https://www.squareyards.com/gera-projects/533/builder
r434421,Avantikas The Emerald,Hyderabad,https://www.squareyards.com/hyderabad-residential-property/avantika-the-emerald/308614/project
r380092,Green Villa 2,Greater Noida,https://www.squareyards.com/resale-3-bhk-1695-sq-ft-villa-in-arsh-green-villa/7071770
r282227,25 South,South Mumbai,https://www.squareyards.com/sale/resale-properties-in-wadhwa-25-south-mumbai
r6206,Parx Laureate,Noida,https://www.squareyards.com/noida-residential-property/parx-laureate/773/project
r369868,Shapoorji Joyville Hadapsar Annexe,Pune East,https://www.squareyards.com/sale/3-bhk-flat-in-shapoorji-pallonji-joyville-hadapsar-annexe-pune
r9584,Kasturi Eon Homes,Pune West,https://www.squareyards.com/pune-residential-property/kasturi-eon-homes/2271/project
r428573,Ekarth Sarvam,Gandhinagar,https://www.squareyards.com/ahmedabad-residential-property/ekarth-sarvam/249645/project
r388432,Assetz Soho and Sky,Bangalore North,https://www.squareyards.com/sale/resale-properties-in-assetz-soho-and-sky-bangalore
r425957,Kings County,Pune West,https://www.squareyards.com/pune-residential-property/kings-county/246972/project
r433641,Wave Eden,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/uchdpl-eden/308777/project
r414588,Shilalekh Imperia,Surat,Not Found
r351547,Silver Wisteria,Pune North,https://www.squareyards.com/sale/2-bhk-flat-in-riddhi-zoa-complex-pune
r435918,Oblong Crescent Community,Chennai South,https://www.squareyards.com/gurgaon-residential-property/dlf-the-carlton-estate/317/project/floor-plans
r276781,Raghuvir Silverstone,Surat,https://www.squareyards.com/surat-residential-property/silverstone-springhill/312529/project
r418023,Pride Montreal,Pune North,https://www.squareyards.com/pune-residential-property/pride-world-city-montreal/234556/project
r419486,Eeshanya Aadhya,Coimbatore,https://www.squareyards.com/under-construction-projects-in-saravanampatti-coimbatore
r414671,Pratishtha Heights,Surat,https://www.squareyards.com/sale/property-for-sale-in-ghod-dod-road-surat
r437351,Purvankar Residency,Bangalore South,https://www.squareyards.com/bangalore-residential-property/puravankara-purva-heights/1921/project
r421650,Tirupati Homes by RCL Buildcon,Bhopal,Not Found
r413882,Aranya by Naiknavare,Pune West,https://www.squareyards.com/sale/resale-properties-in-naiknavare-aranya-pune
r395716,Fusion The Brook,Greater Noida,https://www.squareyards.com/sale/plots-for-sale-in-noida-ext-sector-12-greater-noida
r405319,Rishi Coral Wood Bungalows,Bhopal,https://www.squareyards.com/sale/property-for-sale-near-campion-school-arera-colony-in-bhopal
r408368,Laxmi Homes,Surat,https://www.squareyards.com/resale-3-bhk-87-sq-yd-independent-house-in-vaibhav-laxmi/8053278
r372487,RSR Ornate,Hyderabad,https://www.squareyards.com/projects-by-rsr-greenway-infra-in-hyderabad
r421404,SG Vista,Ghaziabad,https://www.squareyards.com/ghaziabad-residential-property/sg-vista/239320/project/floor-plans
r413924,Whispering Winds,Kolkata South,https://www.squareyards.com/bangalore-residential-property/vakil-whispering-woods/15327/project
r377796,Adarsh Park Heights,Bangalore East,https://www.squareyards.com/bangalore-residential-property/adarsh-park-heights/113038/project
r398209,Makuta My Space 2,Hyderabad,https://www.squareyards.com/sale/resale-properties-in-makuta-my-space-2-hyderabad
r405181,M3M Golf Hills,Gurgaon,https://www.squareyards.com/gurgaon-residential-property/m3m-golf-hills/220071/project
