XID,Phase,Unit Type,Unit Size,Area Type,Price,Possession Date
399000,Residential plot,1242 sq.ft,Super Area,2.20 Cr,Possession by Dec'26
399000,Residential plot,1465 sq.ft,Super Area,2.63 Cr,Possession by Dec'26
399000,Residential plot,1467 sq.ft,Super Area,2.60 Cr,Possession by Dec'26
399000,Residential plot,1499 sq.ft,Super Area,2.70 Cr,Possession by Dec'26
399000,Residential plot,1503 sq.ft,Super Area,2.67 Cr,Possession by Dec'26
399000,Residential plot,1596 sq.ft,Super Area,2.86 Cr,Possession by Dec'26
399000,Residential plot,1602 sq.ft,Super Area,2.86 Cr,Possession by Dec'26
400534,Residential plot,990 sq.ft,Super Area,1.04 Cr,Possession by Sep'27
400534,Residential plot,1071 sq.ft,Super Area,1.13 Cr,Possession by Sep'27
400534,Residential plot,1134 sq.ft,Super Area,1.19 Cr,Possession by Sep'27
400534,Residential plot,1350 sq.ft,Super Area,1.42 Cr,Possession by Sep'27
400534,Residential plot,1476 sq.ft,Super Area,1.55 Cr,Possession by Sep'27
400534,Residential plot,1611 sq.ft,Super Area,1.70 Cr,Possession by Sep'27
400534,Residential plot,1620 sq.ft,Super Area,6.87 Cr,Possession by Sep'27
405181,Penthouse,6596 sq.ft,Super Area,10.54 Cr,Possession by Feb'31
405181,3 BHK,1550 sq.ft,Super Area,2.79 Cr,Possession by Feb'31
405181,3 BHK,1668 sq.ft,Super Area,3 Cr,Possession by Feb'31
405181,3 BHK,1925 sq.ft,Super Area,2.48 Cr,Possession by Feb'31
405181,3 BHK,2090 sq.ft,Super Area,2.92 Cr,Possession by Feb'31
405181,3 BHK,2098 sq.ft,Super Area,3.35 Cr,Possession by Feb'31
405181,3 BHK,2250 sq.ft,Super Area,3.60 Cr,Possession by Feb'31
405181,3 BHK,2260 sq.ft,Super Area,3.72 Cr,Possession by Feb'31
405181,3 BHK,2365 sq.ft,Super Area,3.78 Cr,Possession by Feb'31
405181,2 BHK,1420 sq.ft,Super Area,1.84 Cr,Possession by Feb'31
405181,5 BHK,6386 sq.ft,Super Area,10.21 Cr,Possession by Feb'31
405181,5 BHK,7800 sq.ft,Super Area,12.47 Cr,Possession by Feb'31
405181,4 BHK,2250 sq.ft,Super Area,2.92 Cr,Possession by Feb'31
405181,4 BHK,2330 sq.ft,Super Area,3.26 Cr,Possession by Feb'31
405181,4 BHK,2380 sq.ft,Super Area,3.82 Cr,Possession by Feb'31
405181,4 BHK,2450 sq.ft,Super Area,3.92 Cr,Possession by Feb'31
405181,4 BHK,2650 sq.ft,Super Area,4.24 Cr,Possession by Feb'31
405181,4 BHK,2685 sq.ft,Super Area,4.30 Cr,Possession by Feb'31
405181,4 BHK,2699 sq.ft,Super Area,4.32 Cr,Possession by Feb'31
405181,4 BHK,3065 sq.ft,Super Area,4.90 Cr,Possession by Feb'31
213249,2 BHK,1350 sq.ft,Super Area,1.45 Cr,Possession by Feb'21
213249,2 BHK,1383 sq.ft,Super Area,1.49 Cr,Possession by Feb'21
213249,2 BHK,1470 sq.ft,Super Area,1.58 Cr,Possession by Feb'21
213249,2 BHK,1491 sq.ft,Super Area,1.60 Cr,Possession by Feb'21
213249,2 BHK,1505 sq.ft,Super Area,1.62 Cr,Possession by Feb'21
213249,2 BHK,1559 sq.ft,Super Area,1.68 Cr,Possession by Feb'21
213249,2 BHK,1572 sq.ft,Super Area,1.69 Cr,Possession by Feb'21
213249,2 BHK,1583 sq.ft,Super Area,1.70 Cr,Possession by Feb'21
331815,4,BHK Flat 200000 sq.ft,Area Not Available,Call for Price,Ready to Move
331815,4,BHK Flat 2688 sq.ft,Area Not Available,Call for Price,Under Construction
331815,4,BHK Flat 2585 sq.ft,Area Not Available,Call for Price,Under Construction
331815,,Size Not Available,Area Not Available,,
331815,,Size Not Available,Area Not Available,,
331815,,Size Not Available,Area Not Available,,
331815,,Size Not Available,Area Not Available,,
331815,,Size Not Available,Area Not Available,,
331815,,Size Not Available,Area Not Available,,
331815,,Size Not Available,Area Not Available,,
388006,2 BHK,663 sq.ft,Super Area,68.5 Lac,Possession by Dec'26
388006,2 BHK,717 sq.ft,Super Area,69.5 Lac,Possession by Dec'26
388006,1 BHK,434 sq.ft,Super Area,46.5 Lac,Possession by Dec'26
388006,1 BHK,474 sq.ft,Super Area,47 Lac,Possession by Dec'26
433863,3 BHK,1483 sq.ft,Super Area,4.45 Cr,Possession by Dec'29
433863,3 BHK,1485 sq.ft,Super Area,4.45 Cr,Possession by Dec'29
433863,2 BHK,849 sq.ft,Super Area,2.54 Cr,Possession by Dec'29
433863,2 BHK,850 sq.ft,Super Area,2.55 Cr,Possession by Dec'29
433863,5 BHK,2332 sq.ft,Super Area,6.99 Cr,Possession by Dec'29
433863,5 BHK,2465 sq.ft,Super Area,7.39 Cr,Possession by Dec'29
428412,3 BHK,2300 sq.ft,Super Area,3.68 Cr,Possession by Feb'31
428412,3 BHK,2700 sq.ft,Super Area,4.32 Cr,Possession by Feb'31
428412,3 BHK,2780 sq.ft,Super Area,4.42 Cr,Possession by Feb'31
428412,4 BHK,3200 sq.ft,Super Area,5.12 Cr,Possession by Feb'31
428412,4 BHK,3780 sq.ft,Super Area,6.42 Cr,Possession by Feb'31
404456,3 BHK,1140 sq.ft,Super Area,1.75 Cr,Possession by Nov'27
404456,3 BHK,1235 sq.ft,Super Area,1.89 Cr,Possession by Nov'27
404456,3 BHK,1273 sq.ft,Super Area,1.95 Cr,Possession by Nov'27
404456,3 BHK,1328 sq.ft,Super Area,2.04 Cr,Possession by Nov'27
404456,3 BHK,1335 sq.ft,Super Area,2.05 Cr,Possession by Nov'27
404456,3 BHK,1420 sq.ft,Super Area,2.18 Cr,Possession by Nov'27
404456,3 BHK,1496 sq.ft,Super Area,2.30 Cr,Possession by Nov'27
404456,3 BHK,1510 sq.ft,Super Area,2.32 Cr,Possession by Nov'27
404456,3 BHK,1530 sq.ft,Super Area,2.35 Cr,Possession by Nov'27
404456,2 BHK,952 sq.ft,Super Area,1.52 Cr,Possession by Nov'27
404456,2 BHK,981 sq.ft,Super Area,1.57 Cr,Possession by Nov'27
404456,2 BHK,1116 sq.ft,Super Area,1.79 Cr,Possession by Nov'27
404456,2 BHK,1118 sq.ft,Super Area,1.79 Cr,Possession by Nov'27
426520,3 BHK,1945 sq.ft,Super Area,3.01 Cr,Possession by Dec'28
426520,3 BHK,2295 sq.ft,Super Area,3.55 Cr,Possession by Dec'28
426520,3 BHK,2335 sq.ft,Super Area,3.61 Cr,Possession by Dec'28
426520,3 BHK,2355 sq.ft,Super Area,3.65 Cr,Possession by Dec'28
426520,3 BHK,2375 sq.ft,Super Area,3.68 Cr,Possession by Dec'28
426520,4 BHK,2825 sq.ft,Super Area,4.37 Cr,Possession by Dec'28
422937,Penthouse,5453 sq.ft,Super Area,12.50 Cr,Possession by Oct'29
422937,Penthouse,5867 sq.ft,Super Area,13.30 Cr,Possession by Oct'29
422937,Penthouse,7046 sq.ft,Super Area,16.91 Cr,Possession by Oct'29
422937,Penthouse,7046 sq.ft,Super Area,16 Cr,Possession by Oct'29
422937,Penthouse,7130 sq.ft,Super Area,14.08 Cr,Possession by Oct'29
422937,Penthouse,7130 sq.ft,Super Area,16.40 Cr,Possession by Oct'29
422937,3 BHK,2260 sq.ft,Super Area,5.42 Cr,Possession by Oct'29
422937,3 BHK,2365 sq.ft,Super Area,5.20 Cr,Possession by Oct'29
422937,3 BHK,2700 sq.ft,Super Area,5.94 Cr,Possession by Oct'29
422937,2 BHK,1740 sq.ft,Super Area,3.82 Cr,Possession by Oct'29
422937,2 BHK,1925 sq.ft,Super Area,4.23 Cr,Possession by Oct'29
422937,2 BHK,1964 sq.ft,Super Area,4.32 Cr,Possession by Oct'29
422937,4 BHK,2260 sq.ft,Super Area,4.97 Cr,Possession by Oct'29
427906,Studio apartment,677 sq.ft,Super Area,1.50 Cr,Possession by Dec'31
427906,3 BHK,1767 sq.ft,Super Area,3.88 Cr,Possession by Dec'31
427906,3 BHK,1768 sq.ft,Super Area,3.89 Cr,Possession by Dec'31
427906,3 BHK,1769 sq.ft,Super Area,3.89 Cr,Possession by Dec'31
427906,4 BHK,2113 sq.ft,Super Area,4.65 Cr,Possession by Dec'31
427906,4 BHK,2114 sq.ft,Super Area,4.65 Cr,Possession by Dec'31
427906,4 BHK,2115 sq.ft,Super Area,4.65 Cr,Possession by Dec'31
427906,4 BHK,2116 sq.ft,Super Area,4.65 Cr,Possession by Dec'31
427906,4 BHK,3044 sq.ft,Super Area,6.70 Cr,Possession by Dec'31
427906,4 BHK,3914 sq.ft,Super Area,8.61 Cr,Possession by Dec'31
26134,Residential plot,1080 sq.ft,Super Area,2.64 Cr,Possession by Jan'13
26134,Residential plot,1557 sq.ft,Super Area,4.10 Cr,Possession by Jan'13
26134,Residential plot,1620 sq.ft,Super Area,3.59 Cr,Possession by Jan'13
26134,Residential plot,1629 sq.ft,Super Area,4.34 Cr,Possession by Jan'13
26134,Residential plot,1683 sq.ft,Super Area,3.73 Cr,Possession by Jan'13
26134,Residential plot,1701 sq.ft,Super Area,4.72 Cr,Possession by Jan'13
26134,Residential plot,1710 sq.ft,Super Area,3.79 Cr,Possession by Jan'13
26134,Residential plot,1773 sq.ft,Super Area,4.92 Cr,Possession by Jan'13
26134,Residential plot,1800 sq.ft,Super Area,3.99 Cr,Possession by Jan'13
26134,Residential plot,1827 sq.ft,Super Area,5.07 Cr,Possession by Jan'13
26134,Residential plot,1854 sq.ft,Super Area,5.15 Cr,Possession by Jan'13
26134,Residential plot,2025 sq.ft,Super Area,4.49 Cr,Possession by Jan'13
26134,Residential plot,2205 sq.ft,Super Area,4.89 Cr,Possession by Jan'13
26134,Residential plot,2250 sq.ft,Super Area,4.99 Cr,Possession by Jan'13
26134,Residential plot,2259 sq.ft,Super Area,6.27 Cr,Possession by Jan'13
26134,Residential plot,2295 sq.ft,Super Area,6.37 Cr,Possession by Jan'13
26134,Residential plot,2448 sq.ft,Super Area,5.43 Cr,Possession by Jan'13
26134,Residential plot,2655 sq.ft,Super Area,5.89 Cr,Possession by Jan'13
26134,Residential plot,2700 sq.ft,Super Area,5.99 Cr,Possession by Jan'13
26134,Residential plot,2718 sq.ft,Super Area,7.55 Cr,Possession by Jan'13
26134,Residential plot,2727 sq.ft,Super Area,6.05 Cr,Possession by Jan'13
26134,Residential plot,2952 sq.ft,Super Area,8.20 Cr,Possession by Jan'13
26134,Residential plot,3600 sq.ft,Super Area,7.99 Cr,Possession by Jan'13
26134,Residential plot,4230 sq.ft,Super Area,9.38 Cr,Possession by Jan'13
26134,Residential plot,4455 sq.ft,Super Area,9.88 Cr,Possession by Jan'13
26134,Residential plot,4860 sq.ft,Super Area,10.78 Cr,Possession by Jan'13
26134,Residential plot,5130 sq.ft,Super Area,14.25 Cr,Possession by Jan'13
269936,3 BHK,1590 sq.ft,Super Area,2.26 Cr,Possession by Dec'22
269936,3 BHK,1789 sq.ft,Super Area,2.55 Cr,Possession by Dec'22
269936,3 BHK,2134 sq.ft,Super Area,3.04 Cr,Possession by Dec'22
269936,4 BHK,2407 sq.ft,Super Area,3.43 Cr,Possession by Dec'22
269936,4 BHK,2600 sq.ft,Super Area,3.70 Cr,Possession by Dec'22
405529,3 BHK,2071 sq.ft,Super Area,4.50 Cr,Possession by Apr'27
405529,3 BHK,2250 sq.ft,Super Area,5.01 Cr,Possession by Apr'27
405529,4 BHK,2390 sq.ft,Super Area,4.91 Cr,Possession by Apr'27
405529,4 BHK,2553 sq.ft,Super Area,5.64 Cr,Possession by Apr'27
400436,3 BHK,2034 sq.ft,Super Area,2.44 Cr,Possession by Dec'29
400436,3 BHK,2304 sq.ft,Super Area,2.76 Cr,Possession by Dec'29
400436,5 BHK,6939 sq.ft,Super Area,8.32 Cr,Possession by Dec'29
400436,4 BHK,2727 sq.ft,Super Area,3.27 Cr,Possession by Dec'29
400436,4 BHK,3195 sq.ft,Super Area,3.83 Cr,Possession by Dec'29
400436,4 BHK,3987 sq.ft,Super Area,4.78 Cr,Possession by Dec'29
400436,4 BHK,4707 sq.ft,Super Area,5.64 Cr,Possession by Dec'29
7662,4,BHK Villa 3008 sq.ft,Area Not Available,"₹ 3.25 Cr
₹2.82 lakh EMI",Ready to Move
7662,3,BHK Villa 2220 sq.ft,Area Not Available,"₹ 2.15 Cr
₹1.87 lakh EMI",Ready to Move
7662,3,BHK Villa 1742 sq.ft,Area Not Available,"₹ 1.57 Cr
₹1.36 lakh EMI",Ready to Move
7662,,Size Not Available,Area Not Available,,
123483,3 BHK,1565 sq.ft,Super Area,1.48 Cr,Possession by Oct'23
123483,3 BHK,1590 sq.ft,Super Area,1.62 Cr,Possession by Oct'23
123483,3 BHK,3712 sq.ft,Super Area,8.95 Cr,Possession by Oct'23
123483,2 BHK,995 sq.ft,Super Area,94.5 Lac,Possession by Oct'23
123483,2 BHK,1050 sq.ft,Super Area,99.8 Lac,Possession by Oct'23
123483,2 BHK,1075 sq.ft,Super Area,1.09 Cr,Possession by Oct'23
123483,2 BHK,1245 sq.ft,Super Area,1.18 Cr,Possession by Oct'23
123483,4 BHK,1875 sq.ft,Super Area,1.91 Cr,Possession by Oct'23
123483,4 BHK,1895 sq.ft,Super Area,1.80 Cr,Possession by Oct'23
425712,3 BHK,1253 sq.ft,Super Area,1.65 Cr,Possession by Jan'29
425712,3 BHK,1380 sq.ft,Super Area,1.81 Cr,Possession by Jan'29
425712,3 BHK,2107 sq.ft,Super Area,2.10 Cr,Possession by Jan'29
430268,2 BHK,452 sq.ft,Super Area,1.05 Cr,Possession by Dec'30
430268,2 BHK,480 sq.ft,Super Area,1.11 Cr,Possession by Dec'30
430268,2 BHK,649 sq.ft,Super Area,1.51 Cr,Possession by Dec'30
430268,2 BHK,655 sq.ft,Super Area,1.52 Cr,Possession by Dec'30
426743,3 BHK,1065 sq.ft,Super Area,3.08 Cr,Possession by Dec'27
426743,2 BHK,686 sq.ft,Super Area,1.99 Cr,Possession by Dec'27
426743,2 BHK,775 sq.ft,Super Area,2.24 Cr,Possession by Dec'27
426743,2 BHK,785 sq.ft,Super Area,2.27 Cr,Possession by Dec'27
426743,2 BHK,786 sq.ft,Super Area,2.28 Cr,Possession by Dec'27
426743,4 BHK,1336 sq.ft,Super Area,3.87 Cr,Possession by Dec'27
426743,4 BHK,1372 sq.ft,Super Area,3.98 Cr,Possession by Dec'27
