Index,data_point_name,99acres,C1,C2,C3
1223,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,10:Children's Play Area,17:Park,72:Gazebo,77:Jogging Track,43:Badminton Court,47:Basketball Court,4:Yoga/Meditation Area,8:Shopping Centre,79:Lawn Tennis Court,85:Party Lawn,139:Indoor Games,76:Jacuzzi,82:Medical Centre,69:Fountain,34:Car Parking,64:Earthquake Resistant,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,27:Piped Gas,41:Automated Car Wash,129:Car Wash Area,33:Lifts,65:Entrance Lobby,21:Intercom,23:24/7 Power Backup,28:24/7 Water Supply,25:Rain Water Harvesting",Not Available,"Natural Pond, Internet / Wi-Fi, Tennis Court, Gazebo, Swimming Pool, Fountains, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Kid's Pool, Medical Store/Pharmacy, Medical Facilities, School, Squash Court, Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, Street Lighting, Gated Community, Indoor Games, Cycling & Jogging Track, Shopping Mall, Hospital, Lawn Tennis Court, Sewage Treatment Plant, Club House, Intercom, Children's Play Area, Entrance Lobby, Yoga / Meditation Area, Automated Car Wash, Lift(s), Party Hall, Badminton Court, 24x7 CCTV Surveillance, High Speed Elevators, Basketball Court, Staff Quarter, Maintenance Staff, ATM, Rain Water Harvesting, 24x7 Security, Jacuzzi, Power Backup",Power Backup; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Party Lawn; Party Hall; Clubhouse; Indoor Games; Senior Citizen Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building
376821,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,12:Golf Course,10:Children's Play Area,17:Park,40:Amphitheatre,77:Jogging Track,43:Badminton Court,98:Squash Court,47:Basketball Court,96:Skating Rink,4:Yoga/Meditation Area,37:Acupressure Park,60:Cricket Pitch,79:Lawn Tennis Court,5:Multipurpose Hall,9:Multipurpose court,99:Sun Deck,46:Barbecue,53:Card Room,49:Billiards,100:Table Tennis,90:Reflexology Park,19:Open Space,34:Car Parking,71:Gated Community,64:Earthquake Resistant,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,20:Video Door Security,56:Changing Area,33:Lifts,65:Entrance Lobby,21:Intercom,23:24/7 Power Backup,28:24/7 Water Supply","Club House, Cafeteria/Food Court, Jogging and Strolling Track, Outdoor Tennis Courts, Power Back Up, Swimming Pool, Lift, Security, Reserved Parking, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Banquet Hall, Gymnasium, Indoor Games Room, DTH Television Facility, Laundry Service, Piped Gas, Rain Water Harvesting, RO Water System, Water Storage, Vaastu Compliant, AC in each room, Waste Disposal, Conference Room, Pool with temperature control, Skydeck, Earth quake resistant, 3 Tier Security System, Large Open space, Grand Entrance lobby, Multipurpose Hall, CCTV Camera, Kids Splash Pool, Cricket net practice, Half basketball court, Badminton court, Outdoor Tennis Courts, Fire Fighting Equipment","Amphitheater, Cricket Pitch, Tennis Court, Changing Room, Reflexology Park, Swimming Pool, Skating Rink, Fire Sprinklers, Landscaping & Tree Planting, Table Tennis, Gymnasium, Fire Fighting System, Kid's Pool, Golf Course, Squash Court, Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, Gated Community, Indoor Games, Shopping Mall, Piped Gas Connection, Lawn Tennis Court, Sewage Treatment Plant, Club House, Intercom, Children's Play Area, Entrance Lobby, Yoga / Meditation Area, Recreation Facilities, Lift(s), Badminton Court, 24x7 CCTV Surveillance, Video Door Security, Multipurpose Hall, Basketball Court, Banquet Hall, Storm Water Drains, Rain Water Harvesting, 24x7 Security, Power Backup, Acupressure Center, Billiards / Snooker Table",24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Senior Citizen Area; Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Party Lawn; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area
412546,Amenities - List,"1:Club House,141:Mini Theatre,10:Children's Play Area,213:Landscape Garden,77:Jogging Track,237:Cycling Track,4:Yoga/Meditation Area,32:ATM,14:Restaurant,85:Party Lawn,111:Spa,93:Sauna,34:Car Parking,55:CCTV Camera Security,137:24x7 Security,23:24/7 Power Backup",Not Available,"Children's Play Area, Service Lift, Tennis Court, Swimming Pool, Fountains, Vastu Compliant, Lift(s), Landscaping & Tree Planting, Gymnasium, Flower Garden, Car Parking, 24X7 Water Supply, Multipurpose Room, Jogging Track, Gated Community, Indoor Games, Cycling & Jogging Track, Maintenance Staff, Rain Water Harvesting, 24x7 Security, Power Backup, Club House",Power Backup; AC Waiting Lobby; Treated Water Supply; Pet Area; Car Washing Bays; Laundromat; 24*7 Water Supply; Lift; Party Hall; Clubhouse; Indoor Games; Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area
333811,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,10:Children's Play Area,213:Landscape Garden,17:Park,44:Banquet Hall,40:Amphitheatre,77:Jogging Track,43:Badminton Court,47:Basketball Court,4:Yoga/Meditation Area,79:Lawn Tennis Court,99:Sun Deck,139:Indoor Games,19:Open Space,34:Car Parking,18:Paved Compound,64:Earthquake Resistant,115:Internal Street Lights,97:Solar Lighting,59:Community Hall,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,33:Lifts,21:Intercom,23:24/7 Power Backup,156:Waste Management,70:Garbage Disposal,26:Sewage Treatment Plant,28:24/7 Water Supply,25:Rain Water Harvesting","Club House, Jogging and Strolling Track, Outdoor Tennis Courts, Swimming Pool, Security, Park, Reserved Parking, Visitor Parking, Intercom Facility, Maintenance Staff, Gymnasium, Indoor Games Room, DTH Television Facility, Flower Gardens, Rain Water Harvesting, Retail Boulevard (Retail Shops), Water Storage, Multipurpose Courts, Meditation Area, Waste Disposal, Earth quake resistant, CCTV Camera, Event Space & Amphitheatre, Kids Play Pool With Water Slides, Fire Fighting Equipment","Amphitheater, Solar Lighting, Garbage Disposal, Skating Rink, Swimming Pool, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Gymnasium, Fire Fighting System, Kid's Pool, Community Buildings, Car Parking, 24X7 Water Supply, Closed Car Parking, Jogging Track, Street Lighting, Indoor Games, Cycling & Jogging Track, Lawn Tennis Court, Sewage Treatment Plant, Club House, Intercom, Children's Play Area, Yoga / Meditation Area, Recreation Facilities, Solid Waste Management And Disposal, Theme Park, Lift(s), Badminton Court, 24x7 CCTV Surveillance, Sun Deck, Basketball Court, Community Hall, Paved Compound, Storm Water Drains, Banquet Hall, Internal Roads & Footpaths, Rain Water Harvesting, 24x7 Security, Energy management, Power Backup",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area
424010,Amenities - List,"11:Swimming Pool,13:Gymnasium,12:Golf Course,2:Creche/Day Care,10:Children's Play Area,17:Park,40:Amphitheatre,77:Jogging Track,43:Badminton Court,96:Skating Rink,4:Yoga/Meditation Area,60:Cricket Pitch,68:Football Ground,9:Multipurpose court,85:Party Lawn,139:Indoor Games,54:Carrom,125:Chess,100:Table Tennis,111:Spa,90:Reflexology Park,69:Fountain,95:Senior Citizen Sitout,34:Car Parking,71:Gated Community,89:Reading Lounge,51:Bus Shelter,33:Lifts","Club House, Jogging and Strolling Track, Outdoor Tennis Courts, Power Back Up, Swimming Pool, Lift, Security, Reserved Parking, Intercom Facility, Gymnasium, Indoor Games Room, Rain Water Harvesting, Meditation Area, Modular Kitchen, Large Clubhouse, Multipurpose Hall, CCTV Camera, Pet park, Kids play area, Kids Splash Pool, Half basketball court, Water treatment plant, Sewage treatment plant, Badminton court, Outdoor Tennis Courts, Event Space & Amphitheatre, Fire Fighting Equipment","Amphitheater, Reading Lounge, Cricket Pitch, Reflexology Park, Skating Rink, Swimming Pool, Open Gym, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Table Tennis, Fire Fighting System, Electrification(Transformer, Solar Energy etc), 24X7 Water Supply, Jogging Track, Street Lighting, Senior Citizen Siteout, Gated Community, Utility Shops, Party Lawn, Sewage Treatment Plant, Intercom, Club House, Children's Play Area, Yoga / Meditation Area, Wall Climbing, Solid Waste Management And Disposal, Football Field, Lift(s), Badminton Court, 24x7 CCTV Surveillance, Chess Board, Multipurpose Hall, Conference Room, Storm Water Drains, Open Parking, Internal Roads & Footpaths, Rain Water Harvesting, 24x7 Security, Energy management, Electrical meter Room, Power Backup",Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Multi Brand Retail; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting; Rappelling/Rock Climbing; Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Party Lawn
270729,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,10:Children's Play Area,17:Park,77:Jogging Track,43:Badminton Court,47:Basketball Court,8:Shopping Centre,79:Lawn Tennis Court,5:Multipurpose Hall,139:Indoor Games,19:Open Space,34:Car Parking,71:Gated Community,18:Paved Compound,64:Earthquake Resistant,94:School,59:Community Hall,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,91:RO System,33:Lifts,65:Entrance Lobby,21:Intercom,88:Power Back up Lift,23:24/7 Power Backup,70:Garbage Disposal,26:Sewage Treatment Plant,28:24/7 Water Supply,25:Rain Water Harvesting","Club House, Jogging and Strolling Track, Outdoor Tennis Courts, Power Back Up, Swimming Pool, Lift, Security, Reserved Parking, Bank & ATM, Gymnasium, Multipurpose Courts, Outdoor Tennis Courts, Fire Fighting Equipment","Internet / Wi-Fi, Tennis Court, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Mini Theatre, Fire Fighting System, Gymnasium, School, Car Parking, 24X7 Water Supply, Closed Car Parking, Multipurpose Room, Jogging Track, Gated Community, Indoor Games, Sports Facility, Shopping Mall, Lawn Tennis Court, Sewage Treatment Plant, Club House, Intercom, Children's Play Area, Entrance Lobby, Recreation Facilities, Lift(s), Badminton Court, RO Water System, 24x7 CCTV Surveillance, Video Door Security, Multipurpose Hall, Basketball Court, Community Hall, Paved Compound, Rain Water Harvesting, 24x7 Security, Earthquake Resistant Structure, Power Backup",24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Emergency Rescue / Alarms; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Snooker/Pool/Billiards; Clubhouse; Indoor Games; Power Backup; AC Waiting Lobby; Treated Water Supply; 24*7 Water Supply; Lift; Large Green Area
25860,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,10:Children's Play Area,213:Landscape Garden,17:Park,77:Jogging Track,47:Basketball Court,96:Skating Rink,4:Yoga/Meditation Area,32:ATM,16:Cafeteria,5:Multipurpose Hall,9:Multipurpose court,139:Indoor Games,54:Carrom,100:Table Tennis,93:Sauna,19:Open Space,34:Car Parking,71:Gated Community,18:Paved Compound,64:Earthquake Resistant,59:Community Hall,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,20:Video Door Security,113:Pergola,56:Changing Area,119:Concierge Service,33:Lifts,31:Property Staff,65:Entrance Lobby,21:Intercom,88:Power Back up Lift,23:24/7 Power Backup,26:Sewage Treatment Plant,28:24/7 Water Supply,25:Rain Water Harvesting","Club House, Coffee Lounge & Restaurants, Cafeteria/Food Court, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts, Cycling & Jogging Track, Barbeque Pit, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Bank & ATM, Banquet Hall, Guest Accommodation, Gymnasium, Indoor Games Room, Kids Club, AEROBICS ROOM, DTH Television Facility, Flower Gardens, Laundry Service, Library And Business Centre, Piped Gas, Rain Water Harvesting, Recreational Pool, Rentable Community Space, Retail Boulevard (Retail Shops), RO Water System, Water Storage, Air Conditioned, Canopy Walk, Indoor Squash & Badminton Courts, Arts & Craft Studio, Multipurpose Courts, Meditation Area, Vaastu Compliant, Internet/Wi-Fi Connectivity, Premium branded fittings, AC in each room, Waste Disposal, Conference Room, Earth quake resistant, Guest lobby in each floor, Activity Deck4, Outdoor Tennis Courts, Event Space & Amphitheatre, Kids Play Pool With Water Slides, Fire Fighting Equipment","Changing Room, Tennis Court, Swimming Pool, Skating Rink, Table Tennis, Gymnasium, Kid's Pool, Fire Fighting System, Squash Court, 24X7 Water Supply, Car Parking, Multipurpose Room, Jogging Track, Gated Community, Indoor Games, Cycling & Jogging Track, Sports Facility, Party Lawn, Sewage Treatment Plant, Intercom, Club House, Children's Play Area, Entrance Lobby, Yoga / Meditation Area, Card Room, Lift(s), Badminton Court, 24x7 CCTV Surveillance, Multipurpose Hall, Community Hall, Paved Compound, Maintenance Staff, Rain Water Harvesting, Carrom, 24x7 Security, Power Backup, Billiards / Snooker Table",24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Party Hall; Clubhouse; Indoor Games; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift
318679,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,2:Creche/Day Care,10:Children's Play Area,44:Banquet Hall,40:Amphitheatre,77:Jogging Track,43:Badminton Court,98:Squash Court,96:Skating Rink,4:Yoga/Meditation Area,60:Cricket Pitch,79:Lawn Tennis Court,14:Restaurant,16:Cafeteria,80:Library,9:Multipurpose court,99:Sun Deck,85:Party Lawn,46:Barbecue,53:Card Room,139:Indoor Games,54:Carrom,125:Chess,49:Billiards,100:Table Tennis,111:Spa,90:Reflexology Park,93:Sauna,95:Senior Citizen Sitout,34:Car Parking,71:Gated Community,18:Paved Compound,115:Internal Street Lights,59:Community Hall,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,20:Video Door Security,89:Reading Lounge,33:Lifts,65:Entrance Lobby,21:Intercom,23:24/7 Power Backup,28:24/7 Water Supply,45:Bar/Chill-Out Lounge,25:Rain Water Harvesting","Club House, Cafeteria/Food Court, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Visitor Parking, Intercom Facility, Maintenance Staff, Gymnasium, Indoor Games Room, Rentable Community Space, Indoor Squash & Badminton Courts, Meditation Area, CCTV Camera, Fire Fighting Equipment","Amphitheater, Cricket Pitch, Spa, Skating Rink, Fire Sprinklers, Table Tennis, Kid's Pool, Medical Facilities, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Cycling & Jogging Track, Bowling Alley, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Card Room, Party Hall, 24x7 CCTV Surveillance, Chess Board, Community Hall, Spa/Sauna/Steam, Banquet Hall, Maintenance Staff, Library, Rain Water Harvesting, Jacuzzi, 24x7 Security, Cafeteria, Reading Lounge, Internet / Wi-Fi, Tennis Court, Sauna Bath, Reflexology Park, Solar Lighting, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Squash Court, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Barbecue Area, Bar/Chill-out Lounge, Lift(s), Badminton Court, Terrace Garden, Creche/Day Care, Sun Deck, Video Door Security, Restaurant, High Speed Elevators, Multipurpose Hall, Conference Room, Paved Compound, Solar Water Heating, Internal Roads & Footpaths, ATM, Carrom, Power Backup, Billiards / Snooker Table",Cafe / Coffee Bar; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting; Rappelling/Rock Climbing; Power Backup; Restaurant; Treated Water Supply; High Speed Elevators; Medical Facility; Pet Area; 24*7 Water Supply; Automatic Boom Barriers; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone
326229,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,10:Children's Play Area,3:Theatre,17:Park,40:Amphitheatre,77:Jogging Track,43:Badminton Court,98:Squash Court,47:Basketball Court,96:Skating Rink,4:Yoga/Meditation Area,60:Cricket Pitch,79:Lawn Tennis Court,14:Restaurant,5:Multipurpose Hall,99:Sun Deck,139:Indoor Games,49:Billiards,100:Table Tennis,111:Spa,34:Car Parking,71:Gated Community,18:Paved Compound,64:Earthquake Resistant,36:Vastu Compliant,55:CCTV Camera Security,22:Fire Fighting Systems,137:24x7 Security,113:Pergola,56:Changing Area,92:Salon,33:Lifts,65:Entrance Lobby,21:Intercom,88:Power Back up Lift,23:24/7 Power Backup,70:Garbage Disposal,26:Sewage Treatment Plant,28:24/7 Water Supply,25:Rain Water Harvesting","Club House, Cafeteria/Food Court, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts, Private Terrace/Garden, Power Back Up, Swimming Pool, Security, Park, Reserved Parking, Visitor Parking, Intercom Facility, Maintenance Staff, Banquet Hall, Gymnasium, Indoor Games Room, DTH Television Facility, Laundry Service, Rain Water Harvesting, Retail Boulevard (Retail Shops), Water Storage, Air Conditioned, Multipurpose Courts, Meditation Area, Private pool, Fingerprint Access, Island Kitchen Layout, Full Glass Wall, House help accommodation, Waste Disposal, Conference Room, Earth quake resistant, Multipurpose Hall, CCTV Camera, Cricket net practice, Half basketball court, Fire Fighting Equipment","Amphitheater, Cricket Pitch, Changing Room, Spa, Skating Rink, Fire Sprinklers, Mini Theatre, 24X7 Water Supply, Car Parking, Indoor Games, Cycling & Jogging Track, Pergola, Shopping Mall, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Salon, Card Room, Visitor Parking, Party Hall, 24x7 CCTV Surveillance, Reserved Parking, Spa/Sauna/Steam, Banquet Hall, Maintenance Staff, Rain Water Harvesting, Library, 24x7 Security, Cafeteria, Internet / Wi-Fi, Tennis Court, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Storage, Gymnasium, Fire Fighting System, Squash Court, Closed Car Parking, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Lift(s), Badminton Court, RO Water System, Sun Deck, Restaurant, Multipurpose Hall, Basketball Court, Paved Compound, Internal Roads & Footpaths, Infinity Pool, Power Backup, Billiards / Snooker Table",Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Cafe / Coffee Bar; Party Hall; Clubhouse; Indoor Games; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area
433611,Amenities - List,"11:Swimming Pool,1:Club House,10:Children's Play Area,72:Gazebo,40:Amphitheatre,77:Jogging Track,47:Basketball Court,87:Pool Table,34:Car Parking,71:Gated Community,64:Earthquake Resistant,36:Vastu Compliant,33:Lifts,23:24/7 Power Backup",Not Available,"Children's Play Area, Waiting Lounge, Entrance Lobby, Swimming Pool, Vastu Compliant, Lift(s), Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, 24x7 CCTV Surveillance, Gymnasium, Video Door Security, Closed Car Parking, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Gated Community, Indoor Games, Rain Water Harvesting, 24x7 Security, Sewage Treatment Plant, Power Backup, Club House",Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Conference Room; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building
403842,Amenities - List,"11:Swimming Pool,13:Gymnasium,1:Club House,10:Children's Play Area,102:Terrace Garden,17:Park,84:Natural Pond,40:Amphitheatre,77:Jogging Track,43:Badminton Court,47:Basketball Court,60:Cricket Pitch,9:Multipurpose court,99:Sun Deck,139:Indoor Games,111:Spa,93:Sauna,69:Fountain,34:Car Parking,71:Gated Community,18:Paved Compound,115:Internal Street Lights,55:CCTV Camera Security,137:24x7 Security,20:Video Door Security,113:Pergola,33:Lifts,148:DG Availability,88:Power Back up Lift,23:24/7 Power Backup,26:Sewage Treatment Plant,28:24/7 Water Supply","Club House, Bar/Lounge, Swimming Pool, Gymnasium, Indoor Squash & Badminton Courts","Amphitheater, Internet / Wi-Fi, Sauna Bath, Spa, Garbage Disposal, Swimming Pool, Fountains, Fire Sprinklers, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, 24X7 Water Supply, Car Parking, Multipurpose Room, Jogging Track, Senior Citizen Siteout, Gated Community, Indoor Games, Pergola, Sewage Treatment Plant, Club House, Intercom, Security Cabin, Visitor Parking, Lift(s), Party Hall, 24x7 CCTV Surveillance, Sun Deck, Video Door Security, Multipurpose Hall, Maintenance Staff, Solar Water Heating, Rain Water Harvesting, 24x7 Security, Power Backup",24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Party Hall; Indoor Games; Luxurious Clubhouse; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area
425268,Amenities - List,"11:Swimming Pool,13:Gymnasium,141:Mini Theatre,2:Creche/Day Care,10:Children's Play Area,44:Banquet Hall,43:Badminton Court,98:Squash Court,14:Restaurant,80:Library,9:Multipurpose court,85:Party Lawn,139:Indoor Games,111:Spa,34:Car Parking,59:Community Hall,22:Fire Fighting Systems,92:Salon,33:Lifts,65:Entrance Lobby,353:Video Gaming Room","Club House, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Service/Goods Lift, Visitor Parking, Intercom Facility, Maintenance Staff, Gymnasium, Indoor Games Room, AEROBICS ROOM, DTH Television Facility, Piped Gas, Rain Water Harvesting, RO Water System, Water Storage, Air Conditioned, Vaastu Compliant, Internet/Wi-Fi Connectivity, AC in each room, Waste Disposal, Earth quake resistant, Kids play area, Activity Deck4, Event Space & Amphitheatre, Fire Fighting Equipment","Children's Play Area, Entrance Lobby, Salon, Spa, Swimming Pool, Fire Sprinklers, Party Hall, Lift(s), Landscaping & Tree Planting, 24x7 CCTV Surveillance, Gymnasium, Video Door Security, Fire Fighting System, 24X7 Water Supply, Car Parking, Multipurpose Room, Senior Citizen Siteout, Community Hall, Gated Community, Rain Water Harvesting, 24x7 Security, Power Backup, Intercom",24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Party Hall; Clubhouse; Indoor Games; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area
